variable,w5_label,w1_label,w2_label,w3_label,w4_label,w6_label,w5_values,w1_values,w2_values,w3_values,w4_values,w6_values,w5_label_present,w1_label_present,w2_label_present,w3_label_present,w4_label_present,w6_label_present,n_waves_present,similar_variables,similarity_scores,suggested_concept_group,suggested_domain
q27,27 Trust in people you meet for the first time,NA,"On average, about how many people do you have contact with in a typical week day?",q27. Other people you interact with,27. Trust your neighbors,27 Trust in people you meet for the first time,Missing = -1; Trust fully = 1; Trust a lot = 2,NA,Not applicable = 0; 0-4 people = 1; 5-9 people = 2,Missing = -1; A great deal of Trust = 1; Quite a lot of Trust = 2,Missing = -1; A great deal of trust = 1; Quite a lot of trust = 2,Missing = -1; Not applicable = 0; A great deal of trust = 1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,NA,NA,NA,NA
q28,28 How many people do you have contact within a typical week day?,NA,How often are you asked to help influence important decisions in other people's favor?,"q28. On average, about how many people do you have contact with in a typical week day?  We are interested in contact on a one-on-one basis, including everyone with whom you chat, talk, or discuss matters.  This can be face to face, by telephone, by mail,",28. Trust other people you interact with,28 How many people do you have contact with in a typical week day?,Missing = -1; Not applicable = 0; 0-4 people = 1,NA,Never = 1; Seldom = 2; Occasionally = 3,Missing = -1; Not applicable = 0; 0-4 people = 1,Missing = -1; A great deal of trust = 1; Quite a lot of trust = 2,Missing = -1; Not applicable = 0; 0-4 people = 1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,NA,NA,NA,NA
q29,29 Which of the following best describes your relations with most of your social contacts?,NA,And are there people you could ask to help influence important decisions in your favor?,"q29. If you have a difficult problem to manage, are there people outside your household you can ask for help? (NEW)",29. How many people do you have contact within a typical week day?,29 Which of the following best describes your relations with most of your social contacts?,Missing = -1; Most people's social status are higher than yours = 1; Most people's social status is lower than yours = 2,NA,"No, nobody = 1; Yes, a few = 2; Yes, some = 3","Missing = -1; No, nobody = 1; Yes, a few = 2",Missing = -1; Not applicable = 0; 0-4 people = 1,Missing = -1; Not applicable = 0; Most people's social status are higher than yours = 1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,NA,NA,NA,NA
q3,3. What do you think will be the state of our country's economic condition a few years from now?,NA,What do you think will be the state of our country's economic condition a few years from now?,q3. What do you think will be the state of our country's economic condition a few years from now? Will it be …,3. What do you think will be the state of our country's economic condition a few years from now?,3 What do you think will be the state of our country's economic condition a few years from now?,Missing = -1; Much better = 1; A little better = 2,NA,Much worse = 1; A little worse = 2; About the same = 3,Missing = -1; Much better = 1; A little better = 2,Missing = -1; Much better = 1; A little better = 2,Missing = -1; Not applicable = 0; Much better = 1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,q003; q003; q6; q6,0.95; 0.95; 0.808; 0.808,"q003, q3, q6",NA
q30,"30 Among these people you have frequent contacts, which of the following best describes the political views of these people?",NA,"Do you agree or disagree with the following statement: By helping people in trouble today, someone else will help me when I am in trouble someday.","q30. When people outside your household have problems, do they come to you for help? (NEW)","30. If you have a difficult problem to manage, are there people outside your household you can ask for help?","30 Among these people you have frequent contacts, which of the following best describes the political views of these people?",Missing = -1; Virtually all of them have views similar to me = 1; A lot of them have views similar to me = 2,NA,Agree = 1; Somewhat agree = 2; Somewhat disagree = 3,"Missing = -1; No, nobody = 1; Yes, a few = 2","Missing = -1; No, nobody = 1; Yes, a few = 2",Missing = -1; Not applicable = 0; Virtually all of them have views similar to me = 1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,q153; q153,0.824; 0.824,"q153, q30",NA
q31,"31 If you have a difficult problem to manage, are there people outside your household you can ask for help?",NA,Would you have a hard time conversing with your friends or co-workers about politics if you had differing opinions?,"q31. If you had friends or co-workers whose opinions on politics differed from yours, would you have a hard time conversing with them? (NEW)","31. When people outside your household have problems, do they come to you for help?","31 If you have a difficult problem to manage, are there people outside your household you can ask for help?","Missing = -1; No, nobody = 1; Yes, a few = 2",NA,Very hard = 1; A bit hard = 2; Not too hard = 3,Missing = -1; Very hard = 1; A bit hard = 2,"Missing = -1; No, nobody = 1; Yes, a few = 2","Missing = -1; Not applicable = 0; No, nobody = 1",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,NA,NA,NA,NA
q32,"32 If you had friends or co-workers whose opinions on politics differed from yours, would you have a hard time conversing with them?",NA,"Generally speaking, how safe is living in this city/town/village?","q32. In talking to people about elections, we often find that a lot of people were not able to vote because they were away from home, they were sick or they just didn't have time. How about you? Did you vote in the election [the most recent national elect","32 If you had friends or co-workers whose opinions on politics differed from yours, would you have a hard time conversing with them?","32 If you had friends or co-workers whose opinions on politics differed from yours, would you have a hard time conversing with them?",Missing = -1; Very hard = 1; A bit hard = 2,NA,Very safe = 1; Safe = 2; Unsafe = 3,Missing = -1; Not applicable = 0; Yes = 1,Missing = -1; Very hard = 1; A bit hard = 2,Missing = -1; Not applicable = 0; Very hard = 1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,NA,NA,NA,NA
q33,33 Did you vote in the last national election?,NA,"Compared to the situation in this city/town/village a few years ago, do you feel more safe, less safe or the same as before?",q33. Which parties (or candidates for president if it was presidential race) did you vote for? [country-specific response grid],33 Did you vote in the last national election?,33 Did you vote in the national election?,Missing = -1; Not applicable = 0; Yes = 1,NA,Not applicable = 0; More safe = 1; Less safe = 2,Missing = -1; Not applicable = 90; No vote = 92,missing = -1; Not applicable/not yet eligible to vote = 0; Yes = 1,Missing = -1; Not applicable = 0; Yes = 1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,NA,NA,NA,NA
q34,34 Which parties or candidates did you vote for?,NA,"Have you been a victim of car, motorcycle or bicycle theft?","q34. Thinking about the national election in [year], did you attend a campaign meeting or rally?",34 Which parties or candidates did you vote for?,34 Which parties or candidates did you vote for?,Missing = -1; Not applicable = 0; Invalid vote = 97,NA,Do not own any kind of vehicle = 0; No = 1; Yes = 2,Missing = -1; Not applicable = 0; Yes = 1,Missing = -1; Not applicable = 90; Cannot recall = 95,Missing = -1; Not applicable = 0; Do not understand the question = 97,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,q36; q36,0.828; 0.828,"q34, q36",NA
q35,35. Did you attend a campaign meeting or rally in the last national election?,NA,Have you been a victim of pick-pocketing/robbery of personal property?,q35. try to persuade others to vote for a certain candidate or party?,35. Did you attend a campaign meeting or rally?,35 Did you attend a campaign meeting or rally in the last national election?,Missing = -1; Not applicable = 0; Yes = 1,NA,Not applicable = 0; No = 1; Yes = 2,Missing = -1; Not applicable = 0; Yes = 1,Missing = -1; Not applicable = 0; Yes = 1,Missing = -1; Not applicable = 0; Yes = 1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,NA,NA,NA,NA
q36,36. Try to persudae others to vote for a certain candidate or party?,NA,Have you been a victim of break-in at your home?,q36. Did you do anything else to help out or work for a party or candidate running in the election?,36. Try to persudae others to vote for a certain candidate or party?,36 Try to persuade others to vote for a certain candidate or party?,Missing = -1; Not applicable = 0; Yes = 1,NA,Not applicable = 0; No = 1; Yes = 2,Missing = -1; Not applicable = 0; Yes = 1,Missing = -1; Not applicable = 0; Yes = 1,Missing = -1; Not applicable = 0; Yes = 1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,q34; q34; q37; q37,0.828; 0.828; 0.815; 0.815,"q34, q36, q37",NA
q37,37. Did you do anything else to help out or work for a party or candidate running in the last national election?,NA,Have you been a victim of physical violence?,"q37. On the whole, how free and fair would you say the last national election was? (NEW)",37. Did you do anything else to help out or work for a party or candidate running in the last national election?,37 Did you do anything else to help out or work for a party or candidate running in the last national election?,Missing = -1; Not applicable = 0; Yes = 1,NA,Not applicable = 0; No = 1; Yes = 2,Missing = -1; Not applicable = 0; Completely free and fair = 1,Missing = -1; Not applicable = 0; Yes = 1,Missing = -1; Not applicable = 0; Yes = 1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,q36; q36,0.815; 0.815,"q36, q37",NA
q38,"38 On the whole, how free and fair would you say the last national election was?",NA,Have you voted in the last election?,"q38. Based on your experience, how easy or difficult is it to obtain the following services?  Or have you never tried to get these services from government?  An identity document (such as a birth certificate or passport)","38.On the whole, how free and fair would you say the last national election was?","38 On the whole, how free and fair would you say the last national election was?",Missing = -1; Not applicable = 0; Completely free and fair = 1,NA,Not applicable = 0; No = 1; Yes = 2,Missing = -1; Very Difficult = 1; Difficult = 2,Missing = -1; Not applicable = 0; Completely free and fair = 1,Missing = -1; Not applicable = 0; Completely free and fair = 1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,NA,NA,NA,NA
q39,39 How easy or difficult to obtain roads in good condition,NA,Which parties (or candidates for president if it was presidential race) did you vote for?,q39. A place in a public primary school for a child,39. How easy or difficult to obtain an identity document service,39 How easy or difficult to obtain the roads in good condition,Missing = -1; Not applicable = 0; Very easy = 1,NA,Not applicable = 90; Secret = 94; No answer = 95,Missing = -1; Very Difficult = 1; Difficult = 2,Missing = -1; Not applicable = 0; Very difficult = 1,Missing = -1; Not applicable = 0; Very easy = 1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,NA,NA,NA,NA
q4,"4. As for your own family, how do you rate the economic situation of your family today?",NA,"As for your own family, how do you rate your economic situation today?","q4. As for your own family, how do you rate the economic situation of your family today?  Is it …","4. As for your own family, how do you rate the economic situation of your family today?","4 As for your own family, how do you rate the economic situation of your family today?",Missing = -1; Very good = 1; Good = 2,NA,Very bad = 1; Bad = 2; So so (not good nor bad) = 3,Missing = -1; Very good = 1; Good = 2,Missing = -1; Very good = 1; Good = 2,Missing = -1; Not applicable = 0; Very good = 1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,q004; q004,1; 1,"q004, q4",NA
q40,40 How easy or difficult to obtain running water,NA,Attend a campaign meeting or rally,q40. Medical treatment at a nearby clinic,40. How easy or difficult to obtain a place in a public primirary school for a child,40 How easy or difficult to obtain running water,Missing = -1; Not applicable = 0; Very easy = 1,NA,Not applicable = 0; No = 1; Yes = 2,Missing = -1; Very Difficult = 1; Difficult = 2,Missing = -1; Not applicable = 0; Very difficult = 1,Missing = -1; Not applicable = 0; Very easy = 1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,q029; q029,0.804; 0.804,"q029, q40",NA
q41,41 How easy or difficult to obtain public transportation,NA,Try to persuade others to vote for a certain candidate or party,q41. Help from the police when you need it,41. How easy or difficult to obtain medical treatment at nearby clinic,41 How easy or difficult to obtain public transportation,Missing = -1; Not applicable = 0; Very easy = 1,NA,Not applicable = 0; No = 1; Yes = 2,Missing = -1; Very Difficult = 1; Difficult = 2,Missing = -1; Not applicable = 0; Very difficult = 1,Missing = -1; Not applicable = 0; Very easy = 1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,q030; q030,0.817; 0.817,"q030, q41",NA
q42,42 How easy or difficult to obtain healthcare,NA,Did you do anything else to help out or work for a party or candidate running in the election,"q42. Generally speaking, how safe is living in this city/ town/ village - very safe, safe, unsafe or very unsafe?",42. How easy or difficult to obtain help from the police when you need it,42 How easy or difficult to obtain healthcare,Missing = -1; Not applicable = 0; Very easy = 1,NA,Not applicable = 0; No = 1; Yes = 2,Missing = -1; Very safe = 1; Safe = 2,Missing = -1; Not applicable = 0; Very difficult = 1,Missing = -1; Not applicable = 0; Very easy = 1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,q031; q031,0.873; 0.873,"q031, q42",NA
q43,43 How easy or difficult to obtain help from the pollice when you need it,NA,"On the whole, how would you rate the freeness and fairness of the last national election?",q43. How interested would you say you are in politics?,43. How safe is living in this city/ town/ village,43 How easy or difficult to obtain help from the police when you need it,Missing = -1; Not applicable = 0; Very easy = 1,NA,"Not applicable = 0; Completely free and fair = 1; Free and fair, but with minor problems = 2",Missing = -1; Very interested = 1; Somewhat interested = 2,Missing = -1; Very safe = 1; Safe = 2,Missing = -1; Not applicable = 0; Very easy = 1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,NA,NA,NA,NA
q44,44 How easy or difficult to obtain access to the internet,NA,How easy is it to obtain: An identity document,q44. How often do you follow news about politics and government?,44. How interested would you say you are in politics?,44 How easy or difficult to obtain access to the Internet,Missing = -1; Not applicable = 0; Very easy = 1,NA,Not applicable = 0; Very Difficult = 1; Difficult = 2,Missing = -1; Everyday = 1; Several times a week = 2,Missing = -1; Very interested = 1; Somewhat interested = 2,Missing = -1; Not applicable = 0; Very easy = 1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,q46; q46; q47; q47,0.818; 0.818; 0.801; 0.801,"q44, q46, q47",NA
q45,"45 Generally speaking, how safe is living in this city/town/village?",NA,How easy is it to obtain: A place in public primary school for a child,q45. How often do you use the internet?,45. How often do you follow news about politics and government?,45 How easy or difficult to obtain childcare,Missing = -1; Very safe = 1; Safe = 2,NA,Not applicable = 0; Very Difficult = 1; Difficult = 2,Missing = -1; Almost daily = 1; At least once a week = 2,Missing = -1; Everyday = 1; Several times a week = 2,Missing = -1; Not applicable = 0; Very easy = 1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,NA,NA,NA,NA
q46,46 How interested would you say you are in politics?,NA,How easy is it to obtain: Medical treatment at a nearby clinic,"q46. When you get together with your family members or friends, how often do you discuss political matters?","46. When you get together with your family members or friends, how often do you discuss political matters","46 Generally speaking, how safe is living in this city/town/village?",Missing = -1; Very interested = 1; Somewhat interested = 2,NA,Not applicable = 0; Very Difficult = 1; Difficult = 2,Missing = -1; Frequently = 1; Occasionally = 2,Missing = -1; Frequently = 1; Occationally = 2,Missing = -1; Not applicable = 0; Very safe = 1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,q44; q44,0.818; 0.818,"q44, q46",NA
q47,47 How often do you follow news about politics and government?,NA,How easy is it to obtain: Help from the police when you need it,"q47. Among the political parties listed here, which party if any do you feel closest to?",47. Do you have Internet access at home?,47 How interested would you say you are in politics?,Missing = -1; Everyday = 1; Several times a week = 2,NA,Not applicable = 0; Very Difficult = 1; Difficult = 2,Missing = -1; Can not choose = 95; Decline to answer = 96,Missing = -1; Yes = 1; No = 2,Missing = -1; Not applicable = 0; Very interested = 1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,q44; q44,0.801; 0.801,"q44, q47",NA
q48,"48 When you get together with your family members or friends, how often do you discuss political matters?",NA,How would you describe the present political situation in our country,"q48. How close do you feel to (answer in Q47)? Is it very close, somewhat close, or just a little close?",48. Do you have Internet access on a mobile phone?,48 How often do you follow news about politics and government?,Missing = -1; Frequently = 1; Occationally = 2,NA,Very good = 1; Good = 2; Average = 3,Missing = -1; Not applicable = 0; Very close = 1,Missing = -1; I do not have a cell phone = 0; Yes = 1,Missing = -1; Not applicable = 0; Everyday = 1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,NA,NA,NA,NA
q49,"49 How often do you use the internet, either through computer, tablet or smartphone?",NA,How interested would you say you are in politics,"q49. Please tell me how you feel about the following statements. Would you say you strongly agree, somewhat agree, somewhat disagree, or strongly disagree? Most people are trustworthy?",49. How often do you use the internet?,"49 When you get together with your family members or friends, how often do you discuss political matters?",Missing = -1; Connected all the time = 1; Several hours a day = 2,NA,Not at all interested = 1; Not very interested = 2; Somewhat interested = 3,Missing = -1; Strongly agree = 1; Somewhat agree = 2,Missing = -1; Not applicable = 0; Several hours a day = 1,Missing = -1; Not applicable = 0; Frequently = 1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,q056; q056,0.907; 0.907,"q056, q49",NA
q5,5. How would you compare the current economic condition of your family with what it was a few years ago?,NA,How would you compare the current economic condition of your family with what it was a few years ago?,q5. How would you compare the current economic condition of your family with what it was a few years ago? Is it …,5. How would you compare the current economic condition of your family with what it was a few years ago?,5 How would you compare the current economic condition of your family with what it was a few years ago?,Missing = -1; Much better = 1; A little better = 2,NA,Much worse now = 1; A little worse now = 2; About the same = 3,Missing = -1; Much better now = 1; A little better now = 2,Missing = -1; Much better = 1; A little better = 2,Missing = -1; Not applicable = 0; Much better now = 1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,q005; q005,0.966; 0.966,"q005, q5",NA
q50,"50 Do you currently use any of the following social media networks?(E.g. facebook, twitter, telegram, whatsapp, youtube, tumblr, instagram, snapchat, etc.)",NA,How often do you follow news about politics and government,"q50. For the sake of the family, the individual should put his personal interests second",50. Do you currently use any of the following social media networks?,"50 How often do you use the internet, either through computer, tablet or smartphone?",Missing = -1; Not applicable = 0; Yes = 1,NA,Practically never = 1; Not even once a week = 2; Once or twice a week = 3,Missing = -1; Strongly agree = 1; Somewhat agree = 2,Missing = -1; Not applicable = 0; Yes = 1,No access to internet = 0; Connected all the time = 1; Several hours a day = 2,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,q060; q060; q059; q059; q057,0.919; 0.919; 0.914; 0.914; 0.914,"q057, q059, q060, q50",NA
q53,53 How much trust do you have in each of the following types of media?Television,NA,How much impact do you feel government politics have on your daily life?,"q53. When dealing with others, developing a long-term relationship is more important than securing one's immediate interest.","53.Among the political parties listed here, which party if any do you feel closest to?",53 Which one is the most important channel for you to find information about politics and government?,Missing = -1; Not applicable = 0; Trust fully = 1,NA,No impact at all = 1; A little impact = 2; Quite some impact = 3,Missing = -1; Strongly agree = 1; Somewhat agree = 2,Missing = -1; Do not feel close to any party = 90; Do not understand the question = 97,"Missing = -1; Not applicable = 0; Television, on airwaves, cable and online = 1",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,q061; q061,0.926; 0.926,"q061, q53",NA
q54,54 How much trust do you have in each of the following types of media?Newspaper,NA,"Among the political parties listed here, which party if any do you feel closest to?","q54. When dealing with others, one should not only focus on immediate interest but also plan for future.",54. How close do you feel to (answer in q53)?,"54 Among the political parties listed here, which party if any do you feel closest to?",Missing = -1; Not applicable = 0; Trust fully = 1,NA,Cannot choose = 95; Decline to answer = 96; Do not know = 97,Missing = -1; Strongly agree = 1; Somewhat agree = 2,Missing = -1; Not applicable = 0; Very close = 1,Missing = -1; Not applicable = 0; Don't feel close to any political party = 90,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,NA,NA,NA,NA
q55,55 How much trust do you have in each of the following types of media? News on the internet,NA,How close do you feel to the party(answer in Q54)?,"q55. Even if parents' demands are unreasonable, children still should do what they ask.","55 For the sake of the family, the individual should put his personal interests second.","55 How close do you feel to (answer in Q54)? Is it very close, somewhat close, or just a little close?",Missing = -1; Not applicable = 0; Trust fully = 1,NA,Not applicable = 0; Just a little close = 1; Somewhat close = 2,Missing = -1; Strongly agree = 1; Somewhat agree = 2,Missing = -1; Strongly agree = 1; Somewhat agree = 2,Missing = -1; Not applicable = 0; Very close = 1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,q172; q186; q172; q186,0.804; 0.804; 0.804; 0.804,"q172, q186, q55",NA
q56,"56 Among the political parties listed here, which party if any do you feel closest to?",NA,"Even if parents' demands are unreasonable, children still should do what they ask","q56. When a mother-in-law and a daughter-in-law come into conflict, even if the mother-in-law is in the wrong, the husband should still persuade his wife to obey his mother.","56. In a group, we should sacrifice our individual interest for the sake of the group's collective interest.","56 For the sake of the family, the individual should put his personal interests second.",Missing = -1; Not applicable = 0; Do not feel close to any party = 90,NA,Strongly agree = 1; Somewhat agree = 2; Somewhat disagree = 3,Missing = -1; Strongly agree = 1; Somewhat agree = 2,Missing = -1; Strongly agree = 1; Somewhat agree = 2,Missing = -1; Not applicable = 0; Strongly agree = 1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,q064; q064,1; 1,"q064, q56",NA
q57,"57 How close do you feel to (answer in Q56)? Is it very close, somewhat close, or just a little close?",NA,"Being a student, one should not question the authority of their teacher","q57. Being a student, one should not question the authority of their teacher.","57. For the sake of national interest, individual interest could be sacrificed.","57 In a group, we should sacrifice our individual interest for the sake of the group's collective interest.",Missing = -1; Not applicable = 0; Very close = 1,NA,Strongly agree = 1; Somewhat agree = 2; Somewhat disagree = 3,Missing = -1; Strongly agree = 1; Somewhat agree = 2,Missing = -1; Strongly agree = 1; Somewhat agree = 2,Missing = -1; Not applicable = 0; Strongly agree = 1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,NA,NA,NA,NA
q58,"58 For the sake of the family, the individual should put his personal interests second.",NA,"When one has conflict with a neighbor, the best way to deal with it is to accommodate the other person","q58. In a group, we should avoid open quarrel to preserve the harmony of the group","58. When dealing with others, developing a long-term relationship is more important than securing one's immediate interest.","58 For the sake of national interest, individual interest could be sacrificed.",Missing = -1; Strongly agree = 1; Somewhat agree = 2,NA,Strongly agree = 1; Somewhat agree = 2; Somewhat disagree = 3,Missing = -1; Strongly agree = 1; Somewhat agree = 2,Missing = -1; Strongly agree = 1; Somewhat agree = 2,Missing = -1; Not applicable = 0; Strongly agree = 1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,q066; q066,0.86; 0.86,"q066, q58",NA
q59,"59 In a group, we should sacrifice our individual interest for the sake of the groups collective interest.",NA,A person should not insist on his own opinion if his co-workers disagree with him,"q59. Even if there is some disagreement with others, one should avoid the conflict","59. When dealing with others, one should not only focus on immediate interest but also plan for future.","59 When dealing with others, developing a long-term relationship is more important than securing one's immediate interest.",Missing = -1; Strongly agree = 1; Somewhat agree = 2,NA,Strongly agree = 1; Somewhat agree = 2; Somewhat disagree = 3,Missing = -1; Strongly agree = 1; Somewhat agree = 2,Missing = -1; Strongly agree = 1; Somewhat agree = 2,Missing = -1; Not applicable = 0; Strongly agree = 1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,q068; q068,1; 1,"q068, q59",NA
q6,6. What do you think the economic situation of your family will be a few years from now?,NA,What do you think the economic situation of your family will be a few years from now?,q6. What do you think the economic situation of your family will be a few years from now? Will it be …,6. What do you think the economic situation of your family will be a few years from now?,6 What do you think the economic situation of your family will be a few years from now?,Missing = -1; Much better = 1; A little better = 2,NA,Much worse = 1; A little worse = 2; About the same = 3,Missing = -1; Much better = 1; A little better = 2,Missing = -1; Much better = 1; A little better = 2,Missing = -1; Not applicable = 0; Much better = 1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,q006; q006; q3; q3; q003,0.945; 0.945; 0.808; 0.808; 0.804,"q003, q006, q3, q6",NA
q60,"60 For the sake of national interest, individual interest could be sacrificed.",NA,"For the sake of the family, the individual should put his personal interests second",q60. A person should not insist on his own opinion if his co-workers disagree with him,"60. Even if parents' demands are unreasonable, children still should do what they ask.","60 Even if parents' demands are unreasonable, children still should do what they ask.",Missing = -1; Strongly agree = 1; Somewhat agree = 2,NA,Strongly agree = 1; Somewhat agree = 2; Somewhat disagree = 3,Missing = -1; Strongly agree = 1; Somewhat agree = 2,Missing = -1; Strongly agree = 1; Somewhat agree = 2,Missing = -1; Not applicable = 0; Strongly agree = 1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,q069; q069,1; 1,"q069, q60",NA
q61,"61 When dealing with others, developing a long-term relationship is more important than securing one's immediate interest.",NA,Sometimes one has to follow one's own beliefs regardless of what other people think,"q61. Wealth and poverty, success and failure are all determined by fate.","61. When a mother-in-law and a daughter-in-law come into conflict, even if the mother-in-law is in the wrong, the husband should still persuade his wife to obey his mother.","61 When a mother-in-law and a daughter-in-law come into conflict, even if the mother-in-law is in the wrong, the husband should still persuade his wife to obey his mother.",Missing = -1; Strongly agree = 1; Somewhat agree = 2,NA,Strongly agree = 1; Somewhat agree = 2; Somewhat disagree = 3,Missing = -1; Strongly agree = 1; Somewhat agree = 2,Missing = -1; Strongly agree = 1; Somewhat agree = 2,Missing = -1; Not applicable = 0; Strongly agree = 1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,NA,NA,NA,NA
q62,"62 Even if parents' demands are unreasonable, children still should do what they ask.",NA,"When dealing with others, securing one's immediate interests should be more important than developing a long-term","q62. If one could have only one child, it is more preferable to have a boy than a girl.","62. Being a student, one should not question the authority of their teacher.","62 Being a student, one should not question the authority of their teacher.",Missing = -1; Strongly agree = 1; Somewhat agree = 2,NA,Strongly agree = 1; Somewhat agree = 2; Somewhat disagree = 3,Missing = -1; Strongly agree = 1; Somewhat agree = 2,Missing = -1; Strongly agree = 1; Somewhat agree = 2,Missing = -1; Not applicable = 0; Strongly agree = 1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,NA,NA,NA,NA
q63,"63 When a mother-in-law and a daughter-in-law come into conflict, even if the mother-in-law is in the wrong, the husband should still persuade his wife to obey his mother.",NA,Open quarrels (criticisms) among politicians are harmful to society,"q63. When dealing with others, one should not be preoccupied with temporary gains and losses.","63. In a group, we should avoid open quarrel to preserve the harmony of the group.","63 In a group, we should avoid open quarrel to preserve the harmony of the group.",Missing = -1; Strongly agree = 1; Somewhat agree = 2,NA,Strongly agree = 1; Somewhat agree = 2; Somewhat disagree = 3,Missing = -1; Strongly agree = 1; Somewhat agree = 2,Missing = -1; Strongly agree = 1; Somewhat agree = 2,Missing = -1; Not applicable = 0; Strongly agree = 1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,NA,NA,NA,NA
q64,"64 Being a student, one should not question the authority of their teacher.",NA,The relationship between the government and the people should be like that between parents and children,"q64. In the past three (3) years, have you never, once, or more than once done the following because of personal, family, or neighborhood problems, or problems with government officials and policies?Contacted elected officials or legislative representativ","64. Even if there is some disagreement with others, one should avoid the conflict.","64 Even if there is some disagreement with others, one should avoid the conflict.",Missing = -1; Strongly agree = 1; Somewhat agree = 2,NA,Strongly agree = 1; Somewhat agree = 2; Somewhat disagree = 3,Missing = -1; Never Done = 0; Once = 1,Missing = -1; Strongly agree = 1; Somewhat agree = 2,Missing = -1; Not applicable = 0; Strongly agree = 1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,NA,NA,NA,NA
q65,"65 In a group, we should avoid open quarrel to preserve the harmony of the group.",NA,People should always support the decisions of their government even if they disagree with them,q65. Contacted officials at higher level.,65. A person should not insist on his own opinion if his co-workers disagree with him.,65 A person should not insist on his own opinion if his co-workers disagree with him.,Missing = -1; Strongly agree = 1; Somewhat agree = 2,NA,Strongly agree = 1; Somewhat agree = 2; Somewhat disagree = 3,Missing = -1; Never Done = 0; Once = 1,Missing = -1; Strongly agree = 1; Somewhat agree = 2,Missing = -1; Not applicable = 0; Strongly agree = 1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,NA,NA,NA,NA
q66,"66 Even if there is some disagreement with others, one should avoid the conflict.",NA,How often do you use the internet?,q66. Contacted traditional leaders/community leaders.,"66. Wealth and poverty, success and failure are all determined by fate.","66 Wealth and poverty, success and failure are all determined by fate.",Missing = -1; Strongly agree = 1; Somewhat agree = 2,NA,Not aware of Internet = 0; Almost daily = 1; At least once a week = 2,Missing = -1; Never Done = 0; Once = 1,Missing = -1; Strongly agree = 1; Somewhat agree = 2,Missing = -1; Not applicable = 0; Strongly agree = 1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,q69; q69,0.802; 0.802,"q66, q69",NA
q67,67 A person should not insist on his own opinion if his co-workers disagree with him.,NA,How closely do you follow major events in foreign countries/the world?,q67. Contacted other influential people outside the government,"67. If one could have only one child, it is more preferable to have a boy than a girl.","67 If one could have only one child, it is more preferable to have a boy than a girl.",Missing = -1; Strongly agree = 1; Somewhat agree = 2,NA,Very closely = 1; Somewhat closely = 2; Not too closely = 3,Missing = -1; Never Done = 0; Once = 1,Missing = -1; Strongly agree = 1; Somewhat agree = 2,Missing = -1; Not applicable = 0; Strongly agree = 1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,NA,NA,NA,NA
