wave,variable,label,value_labels_sample
Wave3,q149,q149. How closely do you follow major events in foreign countries / the world?,Missing = -1; Very closely = 1; Somewhat closely = 2
Wave4,q149,"149 When the country is facing a difficult situation, it is ok for the government to disregard the law in order to deal with the situation",Missing = -1; Strongly agree = 1; Agree = 2
Wave5,q149,149 Government leaders are like the head of a family; we should all follow their decisions,Missing = -1; Strongly agree = 1; Somewhat agree = 2
Wave6,q149,149 Government leaders are like the head of a family; we should all follow their decisions.,Missing = -1; Not applicable = 0; Strongly agree = 1
Wave2,q15,Trust in local government,None at all = 1; Not Very Much Trust = 2; Quite a Lot of Trust = 3
Wave3,q15,q15. Local government,Missing = -1; A great deal of trust = 1; Quite a lot of trust = 2
Wave4,q15,15 Local government,Mssing = -1; A great deal of trust = 1; Quite a lot of trust = 2
Wave5,q15,15 Local government,Missing = -1; Trust fully = 1; Trust a lot = 2
Wave6,q15,15 Local government,Missing = -1; Not applicable = 0; A great deal of trust = 1
Wave2,q150,Their basic well-being should be taken care of by the government to the same extent as other citizens,Strongly agree = 1; Somewhat agree = 2; Somewhat disagree = 3
Wave3,q150,"q150. How often do you watch or listen to foreign programs (television, DVDs, movies, radio)?",Missing = -1; Almost daily = 1; At least once a week = 2
Wave4,q150,150 How closely do you follow major events in foreign countries/ the world?,Missing = -1; Very closely = 1; Somewhat closely = 2
Wave5,q150,150 The government should decide whether certain ideas should be allowed to be discussed in society,Missing = -1; Strongly agree = 1; Somewhat agree = 2
Wave6,q150,150 The government should decide whether certain ideas should be allowed to be discussed in society.,Missing = -1; Not applicable = 0; Strongly agree = 1
Wave2,q151,A citizen who does not actively participate in the affairs of his local and national community is not performing his duties,Strongly agree = 1; Somewhat agree = 2; Somewhat disagree = 3
Wave3,q151,q151. Our country should defend our way of life instead of becoming more and more like other countries.,Missing = -1; Strongly agree = 1; Somewhat Agree = 2
Wave4,q151,151 Our country should defend our way of life instead of becoming more and more like other countries.,Missing = -1; Strongly agree = 1; Agree = 2
Wave5,q151,151 Harmony of the community will be disrupted if people organize lots of groups,Missing = -1; Strongly agree = 1; Somewhat agree = 2
Wave6,q151,151 Harmony of the community will be disrupted if people organize lots of groups.,Missing = -1; Not applicable = 0; Strongly agree = 1
Wave2,q152,"Citizens should always obey laws and regulations, even if they disagree with them",Strongly agree = 1; Somewhat agree = 2; Somewhat disagree = 3
Wave3,q152,"q152. Do you agree or disagree with the following statement: ""We should protect our farmers and workers by limiting the import of foreign goods.""",Missing = -1; Strongly agree = 1; Agree = 2
Wave4,q152,"152 Do you agree or disagree with the following statement: ""We should protect our farmers and workers by limiting the import of foreign goods.""",Missing = -1; Strongly agree = 1; Agree = 2
Wave5,q152,"152 When judges decide important cases, they should accept the view of the executive branch",Missing = -1; Strongly agree = 1; Somewhat agree = 2
Wave6,q152,"152 When judges decide important cases, they should accept the view of the executive branch.",Missing = -1; Not applicable = 0; Strongly agree = 1
Wave2,q153,"Do you agree or disagree with the following statement: ""A citizen should always remain loyal only to his country, no matter how imperfect",Strongly agree = 1; Somewhat agree = 2; Somewhat disagree = 3
Wave3,q153,"q153. Do you agree or disagree with the following statement: ""Foreign goods are hurting the local community.""",Missing = -1; Strongly agree = 1; Agree = 2
Wave4,q153,153 Do you think the government should increase or decrease the inflow of foreign immigrants into the country?,Missing = -1; The government should increase the inflow of immigrants = 1; The government should maintain the current inflow of immigrants = 2
Wave5,q153,"153 If the government is constantly checked [i.e. monitored and supervised] by the legislature, it cannot possibly accomplish great things",Missing = -1; Strongly agree = 1; Somewhat agree = 2
Wave6,q153,"153 If the government is constantly checked by the legislature, it cannot possibly accomplish great things.",Missing = -1; Not applicable = 0; Strongly agree = 1
Wave2,q154,How proud are you to be a citizen of [Country],Very proud = 1; Somewhat proud = 2; Not very proud = 3
Wave3,q154,q154. How proud are you to be a citizen of (COUNTRY)?,Missing = -1; Very proud = 1; Somewhat proud = 2
Wave4,q154,154 Which of these statements comes closer to your view?,Misisng = -1; Protecting the environment should be given priority = 1; Economic growth and creating jobs should be the top priority = 2
Wave5,q154,"154 If we have political leaders who are morally upright, we can let them decide everything",Missing = -1; Strongly agree = 1; Somewhat agree = 2
Wave6,q154,"154 If we have political leaders who are morally upright, we can let them decide everything.",Missing = -1; Not applicable = 0; Strongly agree = 1
Wave2,q155,"Given the chance, how willing would you be to go and live in another country?",Very willing = 1; Willing = 2; Not willing = 3
Wave3,q155,"q155. Given the chance, how willing would you be to go and live in another country?",Missing = -1; Very willing = 1; Willing = 2
Wave4,q155,155 How fair do you think income distribution is in the country?,Missing = -1; Very fair = 1; Fair = 2
Wave5,q155,"155 If people have too many different ways of thinking, society will be chaotic",Missing = -1; Strongly agree = 1; Somewhat agree = 2
Wave6,q155,"155 If people have too many different ways of thinking, society will be chaotic.",Missing = -1; Not applicable = 0; Strongly agree = 1
Wave2,q156,Relation: The European Community or European Union,Yes = 1; No = 2; Decline to answer = 9
Wave3,q156,q156. Which country has the most influence in Asia?,Missing = -1; China = 1; Japan = 2
Wave4,q156,156 It is the responsibility of the government to reduce the differences between people with high income and those with low incomes.,Missing = -1; Strongly agree = 1; Agree = 2
Wave5,q156,156 Which of the following statements do you agree with the most? distinct way of life vs. learning from other countries,Missing = -1; 1 Our country should do more to defend our way of life = 1; 2 Our country should do more to learn from other countries even if we might lose our country's distinct way of life(or c = 2
Wave6,q156,156 Choose one statement.,Missing = -1; Not applicable = 0; Our country should do more to defend our way of life = 1
Wave5,q156_1,156_1 Our country should do more to learn from other countries(q156+q156a),Missing = -1; Not applicable = 0; Strongly disagree = 1
Wave6,q156_1,156_1 Our country should do more to learn from other countries(q156+q156a),Missing = -1; Not applicable = 0; Strongly disagree = 1
Wave5,q156a,156a Do you strongly agree or just agree with the chosen statement?,Missing = -1; Not applicable = 0; Strongly agree = 1
Wave6,q156a,156a Do you strongly agree or just agree with the chosen statement?,Missing = -1; Not applicable = 0; Strongly Agree = 1
Wave2,q157,Relation: The United Nations or UN,Yes = 1; No = 2; Decline to answer = 9
Wave3,q157,"q157. Does (answer in Q156) do more good or harm to the region? Ask Q157a if the answer in Q156 is not China, otherwise skip to Q158",Missing = -1; Not applicable = 0; Much more good than harm = 1
Wave4,q157,157 How concerned are you about the loss of your major source of income within the next 12 months?,Missing = -1; Not at all = 1; A little bit = 2
Wave5,q157,157 Which of the following statements do you agree with the most? limit or import of foreign goods,Missing = -1; Our country should limit the imports of foreign goods to protect our farmers and workers = 1; Our country should do more trade with other countries even if the rise of imports might harm our workers and farmers = 2
Wave6,q157,157 Choose one statement.,Missing = -1; Not applicable = 0; Our country should limit the imports of foreign goods to protect our farmers and workers = 1
Wave5,q157_1,157_1 Our country should do more trade with other countries(q157+q157a),Missing = -1; Not applicable = 0; Strongly disagree = 1
Wave6,q157_1,157_1 Our country should do more trade with other countries(q157+q157a),Missing = -1; Not applicable = 0; Strongly disagree = 1
Wave3,q157a,q157a. Does China do more good or harm to the region?,Missing = -1; Not applicable = 0; Much more good than harm = 1
Wave5,q157a,157a Do you strongly agree or just agree with the chosen statement?,Missing = -1; Not applicable = 0; Strongly agree = 1
Wave6,q157a,157a Do you strongly agree or just agree with the chosen statement?,Missing = -1; Not applicable = 0; Strongly Agree = 1
Wave3,q157b,q157b. Does China do more good or harm to the region? (Whether the most influence country is China or not.),Missing = -1; Not applicable = 0; Much more good than harm = 1
Wave2,q158,Relation: International Monetary Fund or IMF,Yes = 1; No = 2; Decline to answer = 9
Wave3,q158,"q158. In ten years, which country will have the most influence in Asia?",Missing = -1; China = 1; Japan = 2
Wave4,q158,"158 The following is a hypothetical question: If you were unfortunate enough to lose your main source of income, how serious would it be for you and your family?","Missing = -1; It would be serious, and we would have difficulty coping = 1; It would be serious, but we could deal with it = 2"
Wave5,q158,158 Do you think the government should increase or decrease the inflow of foreigners who come to work in our country?,Missing = -1; The government should increase the inflow of foreigners = 1; The government should maintain the current inflow of foreigners = 2
Wave6,q158,158 Do you think the government should increase or decrease the inflow of foreign immigrants into the country.,Missing = -1; Not applicable = 0; To increase the flow = 1
Wave2,q159,Relation: World Bank,Yes = 1; No = 2; Decline to answer = 9
Wave3,q159,q159. Which country should be a model for our own country's future development?,Missing = -1; United States = 1; China = 2
Wave4,q159,"159 Considering all the effort that you and your family members have made in the past, do you think the income that your family currently receives is fair or not fair-4 categories?",Missing = -1; Very fair = 1; Fair = 2
Wave5,q159,159 How fair do you think income distribution is in the country?,Missing = -1; Very fair = 1; Fair = 2
Wave6,q159,159 How fair do you think income distribution in Mongolia,Missing = -1; Not applicable = 0; Very fair = 1
Wave4,q159a,"159a Considering all the effort that you and your family members have made in the past, do you think the income that your family currently receives is fair or not fair-6 categories?",Missing = -1; Very fair = 1; Fair = 2
Wave2,q16,Trust in newspaper,None at all = 1; Not Very Much Trust = 2; Quite a Lot of Trust = 3
Wave3,q16,q16. Newspapers,Missing = -1; A great deal of trust = 1; Quite a lot of trust = 2
Wave4,q16,16 Newspaper,Mssing = -1; A great deal of trust = 1; Quite a lot of trust = 2
Wave5,q16,16 The election commission,Missing = -1; Trust fully = 1; Trust a lot = 2
Wave6,q16,16 The election commission,Missing = -1; Not applicable = 0; A great deal of trust = 1
Wave2,q160,Impression: The European Community or European Union,Very Bad = 1; ... = 2; ... = 3
Wave3,q160,q160. How much influence does China have on our country?,Missing = -1; A great deal of influence = 1; Some influence = 2
Wave4,q160,"160 As compared to my parent's generation, my generation has more or fewer opportunities to improve one's standard of living or social status?",Missing = -1; Substantially more opportunities = 1; More opportunities = 2
Wave5,q160a,160a It is the responsibility of the government to narrow the gap between the rich and the poor,Missing = -1; All responsibility = 1; Most of the responsibility = 2
Wave6,q160a,160a Narrow the gap between the rich and the poor,Missing = -1; Not applicable = 0; All = 1
Wave5,q160b,160b It is the responsibility of the government to make sure that everyone has affordable housing,Missing = -1; All responsibility = 1; Most of the responsibility = 2
Wave6,q160b,160b Make sure that everyone has affordable housing,Missing = -1; Not applicable = 0; All = 1
Wave5,q160c,160c It is the responsibility of the government to make sure that everyone has access to basic medical care,Missing = -1; All responsibility = 1; Most of the responsibility = 2
Wave6,q160c,160c Make sure that everyone has access to basic medical care,Missing = -1; Not applicable = 0; All = 1
Wave5,q160d,160d It is the responsibility of the government to make sure that basic necessitities such as food and shelters are provided for everyone,Missing = -1; All responsibility = 1; Most of the responsibility = 2
Wave6,q160d,160d Make sure that basic necessities such as food and shelters are provided for everyone,Missing = -1; Not applicable = 0; All = 1
Wave2,q161,Impression: The United Nations or UN,Very Bad = 1; ... = 2; ... = 3
Wave3,q161,"q161. General speaking, the influence China has on our country is?",Missing = -1; Not applicable = 0; Very positive = 1
Wave4,q161,161 How proud are you to be a citizen of the country? Are you?,Missing = -1; Very proud = 1; Somewhat proud = 2
Wave5,q161,161 How worried are you that your family might lose its major source of income within the next 12 months?,Missing = -1; Very worried = 1; Somewhat worried = 2
Wave6,q161,161 How worried are you that your family might lose its major source of income within the next 12 months?,Missing = -1; Not applicable = 0; Very worried = 1
Wave2,q162,Impression: International Monetary Fund or IMF,Very Bad = 1; ... = 2; ... = 3
Wave4,q162,"162 Given the chance, how willing would you be to go and live in another country",Missing = -1; Very willing = 1; Willing = 2
Wave5,q162,"162 The following is a hypothetical question: If your family were unfortunate enough to lose its main source of income, how serious would it be for your family?","Missing = -1; It would be serious, and we would have difficulty coping = 1; It would be serious, but we could deal with it = 2"
Wave6,q162,"162 The following is a hypothetical question: If you were unfortunate enough to lose your main source of income, how serious would it be for you and your family?","Missing = -1; Not applicable = 0; It would be serious, and we would have difficulty coping = 1"
Wave2,q163,Impression: World Bank,Very Bad = 1; ... = 2; ... = 3
Wave4,q163,163 Which country has the most influence in Asia?,Missing = -1; China = 1; Japan = 2
Wave5,q163,"163 Considering all the effort that you and your family members have made in the past, do you think the income that your family currently receives is fair or not fair?",Missing = -1; Hard to say = 0; Very fair = 1
Wave6,q163,"163 Considering all the effort that you and your family members have made in the past, do you think the income that your family currently receives is fair or not fair?",Missing = -1; Not applicable = 0; Very fair = 1
Wave2,q164,Impression: United States,Very Bad = 1; ... = 2; ... = 3
Wave4,q164,164 Does the United States do more good or harm to the region?,Missing = -1; Much more good than harm = 1; Somewhat more good than harm = 2
Wave5,q164,"164 As compared to my parent's generation, my generation has more or fewer opportunities to improve one's standard of living or social status?",Missing = -1; Substantially more opportunities = 1; More opportunities = 2
Wave6,q164,"164 As compared to my parent's generation, my generation has more or fewer opportunities to improve the standard of living or   social status?",Missing = -1; Not applicable = 0; Substantially more opportunities = 1
Wave2,q165,Impression: China,Very Bad = 1; ... = 2; ... = 3
Wave4,q165,165 Does China do more good or harm to the region?,Missing = -1; Much more good than harm = 1; Somewhat more good than harm = 2
Wave5,q165,165 Will the next generation have had a better or worse life than our generation?,Missing = -1; Much better = 1; A little better = 2
Wave6,q165,165 Will the next generation have had a better or worse life than our generation?,Missing = -1; Not applicable = 0; Much better = 1
Wave2,q166,Impression: Japan,Very Bad = 1; ... = 2; ... = 3
Wave4,q166,"166 In ten years, which country will have the most influence in Asia?",Missing = -1; China = 1; Japan = 2
Wave5,q166,166 How proud are you to be a citizen of the country?,Missing = -1; Not applicable(not a citizen) = 0; Very proud = 1
Wave6,q166,166 How proud are you to be a citizen of (COUNTRY)? Are you...,Missing = -1; Not applicable = 0; Very proud = 1
Wave4,q167,167 Which country should be a model for our own country's future development?,Missing = -1; United States = 1; China = 2
Wave5,q167,"167 Given the chance, how willing would you be to go and live in another country?",Missing = -1; Very willing = 1; Willing = 2
Wave6,q167,"167 Given the chance, how willing would you be to go and live in another country?",Missing = -1; Not applicable = 0; Very willing = 1
Wave4,q168,168 How much influence does China have on our country?,Missing = -1; A great deal of influence = 1; Some influence = 2
Wave5,q168,"168 Under a democratic system, the country endures poor economic performance",Missing = -1; Strongly agree = 1; Somewhat agree = 2
Wave6,q168,"168 In order to solve the country’s urgent problems, a leader can govern the country by decrees and disregard the parliament if necessary",Missing = -1; Not applicable = 0; Strongly agree = 1
Wave4,q169,"169 General speaking, the influence China has on our country is?",Missing = -1; Very positive = 1; Positive = 2
Wave5,q169,169 Democratic regimes are indecisive and full of problems,Missing = -1; Strongly agree = 1; Somewhat agree = 2
Wave6,q169,"169 As long as a government can solve our country’s economic problem, it does not matter if the government holds regular elections or not",Missing = -1; Not applicable = 0; Strongly agree = 1
Wave2,q17,Trust in television,None at all = 1; Not Very Much Trust = 2; Quite a Lot of Trust = 3
Wave3,q17,q17. Television,Missing = -1; A great deal of trust = 1; Quite a lot of trust = 2
Wave4,q17,17 Television,Mssing = -1; A great deal of trust = 1; Quite a lot of trust = 2
Wave5,q17,17 Non-government organizations or NGOs,Missing = -1; Trust fully = 1; Trust a lot = 2
Wave6,q17,17 Non-government organizations or NGOs,Missing = -1; Not applicable = 0; A great deal of trust = 1
Wave4,q170,170 How much influence does the United States have on our country?,Missing = -1; A great deal of influence = 1; Some influence = 2
Wave5,q170,170 Democratic systems are not effective at maintaining order and stability,Missing = -1; Strongly agree = 1; Somewhat agree = 2
Wave6,q170,170This country needs a leader who can break the rules if necessary to get things done,Missing = -1; Not applicable = 0; Strongly agree = 1
Wave4,q171,"171 General speaking, the influence the United States has on our country is?",Missing = -1; Very positive = 1; Positive = 2
Wave5,q171,171 The citizens in our country are not prepared for a democratic system,Missing = -1; Strongly agree = 1; Somewhat agree = 2
Wave6,q171,"171 As long as the government can maintain order and stability in the country, it does not matter whether it is democratic or undemocratic",Missing = -1; Not applicable = 0; Strongly agree = 1
Wave4,q172,172 How close do you feel to ASEAN? (ASEAN countries only),Missing = -1; Very close = 1; Close = 2
Wave5,q172,172 Democracy negatively affects social and ethical values in our country,Missing = -1; Strongly agree = 1; Somewhat agree = 2
Wave6,q172a,172a Which circumstance would justify the governments's use of emergency powers to costrain rights and freedom: A public health crisis like the Covid-19 pandemic,Missing = -1; Not applicable = 0; Very justified = 1
Wave6,q172b,172b An economic crisis that has caused the loss of many jobs,Missing = -1; Not applicable = 0; Very justified = 1
Wave6,q172c,172c Widespread corruption that the president [PM] claims can only be reduced by increasing executive power,Missing = -1; Not applicable = 0; Very justified = 1
Wave6,q172d,172d A security crisis due to social unrest or terrorism,Missing = -1; Not applicable = 0; Very justified = 1
Wave6,q172e,172e The country is at war,Missing = -1; Not applicable = 0; Very justified = 1
Wave5,q173,"173 As long as a government can solve our country's economic problem, it does not matter if it is democratic or not democratic",Missing = -1; Strongly agree = 1; Somewhat agree = 2
Wave6,q173,173 Which country has the most influence in Asia?,Missing = -1; Not applicable = 0; China = 1
Wave6,q173other,173. Other specify responses,NA
Wave5,q174,174 Which country has the most influence in Asia?,Missing = -1; China = 1; Japan = 2
Wave6,q174,174 Does USA do more good or harm to the Asia?,Missing = -1; Not applicable = 0; Much more good than harm = 1
Wave5,q175,175 Does the United States do more good or harm to Asia?,Missing = -1; Much more good than harm = 1; Somewhat more good than harm = 2
Wave6,q175,"175 Generally speaking, the influence the United States today has on world affairs is?",Missing = -1; Not applicable = 0; Very positive = 1
Wave5,q176,176 The influence of the U.S. on world affairs today is negative or positive?,Missing = -1; 1 Highly negative = 1; 2 = 2
Wave6,q176,176 Does China do more good or harm to the Asia?,Missing = -1; Not applicable = 0; Much more good than harm = 1
Wave5,q177,177  Does China do more good or harm to Asia?,Missing = -1; Much more good than harm = 1; Somewhat more good than harm = 2
Wave6,q177,"177 Generally speaking, the influence China today has on world affairs is?",Missing = -1; Not applicable = 0; Very positive = 1
Wave5,q178,178 The infulece of China on world affairs today is negative or positive?,Missing = -1; 1 Highly negative = 1; 2 = 2
Wave6,q178,"178 Generally speaking, the influence the E.U. today has on world affairs is?",Missing = -1; Not applicable = 0; Very positive = 1
Wave5,q179,"179 In ten years, which country will have the most influence in Asia?",Missing = -1; China = 1; Japan = 2
Wave6,q179,"179  In ten years, which country will have the most influence in Asia?",Missing = -1; Not applicable = 0; China = 1
Wave6,q179other,179. Other specify responses,NA
Wave2,q18,Trust in the election commission(Singapore: International TV),None at all = 1; Not Very Much Trust = 2; Quite a Lot of Trust = 3
Wave3,q18,q18. The election commission [specify institution by name] <Optional>,Missing = -1; A great deal of trust = 1; Quite a lot of trust = 2
Wave4,q18,18 The election commission,Mssing = -1; A great deal of trust = 1; Quite a lot of trust = 2
Wave5,q18,18. Name of the organization you belong to. First,Missing = -1; Not applicable = 0; Political parties = 1
Wave6,q18,18 Name of the organization you belong to. First,Missing = -1; Not applicable = 0; Political parties = 1
Wave5,q180,180 Which country should be a model for our own country's future development?,Missing = -1; United States = 1; China = 2
Wave6,q180,180 Which country should be a model for our own country's future development?,Missing = -1; Not applicable = 0; USA = 1
Wave6,q180other,180. Other sepcify responses,NA
Wave5,q181,181 How much influence does China have on our country?,Missing = -1; A great deal of influence = 1; Some influence = 2
Wave6,q181,181 How much influence does China have on our country?,Missing = -1; Not applicable = 0; A great deal of influence = 1
Wave5,q182,"182 General speaking, the influence China has on our country is?",Missing = -1; Very positive = 1; Positive = 2
Wave6,q182,"182 Generally speaking, the influence China has on our country is?",Missing = -1; Not applicable = 0; Very positive = 1
Wave5,q183,183 How much influence does the United States have on our country?,Missing = -1; A great deal of influence = 1; Some influence = 2
Wave6,q183,183 How much influence does USA have on our country?,Missing = -1; Not applicable = 0; A great deal of influence = 1
Wave5,q184,"184 General speaking, the influence the United States has on our country is?",Missing = -1; Very positive = 1; Positive = 2
Wave6,q184,"184 General speaking, the influence USA has on our country is?",Missing = -1; Not applicable = 0; Very positive = 1
Wave5,q185,185 Which aspect about the Asian power's influence and impact you have in mind when answering the above questions?,Missing = -1; Politics = 1; Economy = 2
Wave6,q185,185 Which aspect of the major power’s influence and impact you have in mind when answering the above questions?,Missing = -1; Not applicable = 0; Politics = 1
Wave6,q185Other,185. Other specify responses,NA
Wave5,q186,186 How close do you feel to ASEAN?(ASEAN countries only)?,Missing = -1; Very close = 1; Close = 2
Wave6,q186,186 How close do you feel to ASEAN? (ASEAN countries only),Missing = -1; Not applicable = 0; Very close = 1
Wave6,q18_other,18 Other specify responses,NA
Wave2,q19,Trust in NGOs,None at all = 1; Not Very Much Trust = 2; Quite a Lot of Trust = 3
Wave3,q19,q19. Non-governmental organizations or NGOs <Optional>,Missing = -1; A great deal of trust = 1; Quite a lot of trust = 2
Wave4,q19,19 Non-government organizations or NGOs,Mssing = -1; A great deal of trust = 1; Quite a lot of trust = 2
Wave5,q19,19. Name of the organization you belong to. Second,Missing = -1; Not applicable = 0; Political parties = 1
Wave6,q19,19 Name of the organization you belong to. Second,Missing = -1; Not applicable = 0; Political parties = 1
Wave6,q19_other,19 Other specify responses,NA
Wave2,q2,How would you describe the change in the economic condition of our country over the last years?,Much worse = 1; A little worse = 2; About the same = 3
Wave3,q2,q2. How would you describe the change in the economic condition of our country over the last few years,Missing = -1; Much better = 1; A little better = 2
Wave4,q2,2. How would you dsecribe the change in the economic condition of our country over the last few years?,Missing = -1; Much better = 1; A little better = 2
Wave5,q2,2. How would you dsecribe the change in the economic condition of our country over the last few years?,Missing = -1; Much better = 1; A little better = 2
Wave6,q2,2 How would you describe the change in the economic condition of our country over the last few years?,Missing = -1; Not applicable = 0; Much better = 1
Wave2,q20,Are you a member of any organization or formal groups?,Yes = 1; No = 2; Can't choose = 8
Wave3,q20,q20. Could you identity the three most important organizations or formal groups you belong to. First Organization,Missing = -1; Political parties = 1; Residential & community associations = 2
Wave4,q20,20. Name of the organization you belong to. First,Missing = -1; Not applicable = 0; Political parties = 1
Wave5,q20,20. Name of the organization that you belong to. Third,Missing = -1; Not applicable = 0; Political parties = 1
Wave6,q20,20 Name of the organization that you belong to. Third,Missing = -1; Not applicable = 0; Political parties = 1
Wave2,q20_1,First organization,Political parties = 1; Residential & community associations = 2; Religious groups = 3
Wave2,q20_2,Second organization,Political parties = 1; Residential & community associations = 2; Religious groups = 3
Wave2,q20_3,Third organization,Political parties = 1; Residential & community associations = 2; Religious groups = 3
Wave6,q20_other,20 Other specify responses,NA
Wave3,q21,q21. Second Organization,Missing = -1; Not applicable = 0; Political parties = 1
Wave4,q21,21. Name of the organization you belong to. Second,Missing = -1; Not applicable = 0; Political parties = 1
Wave5,q21,21  Which organization you participate most actively in the last 12 months?,Missing = -1; Not applicable = 0; Political parties = 1
Wave6,q21,21 Which organization you participate most actively in the last 12 months?',Missing = -1; Not applicable = 0; Political parties = 1
Wave6,q21_other,21 Other specify responses,NA
Wave3,q22,q22. Third Organization,Missing = -1; Not applicable = 0; Political parties = 1
Wave4,q22,22. Name of the organization that you belong to. Third,Missing = -1; Not applicable = 0; Political parties = 1
Wave5,q22,"22 Would you say that ""Most people can be trusted"" or ""that you must be very careful in dealing with people""?",Missing = -1; Most people can be trusted = 1; You must be very careful in dealing with people = 2
Wave6,q22,22 Would you say that 'Most people can be trusted' or 'that you must be very careful in dealing with people'?,Missing = -1; Not applicable = 0; Most people can be trusted = 1
Wave2,q23,"General speaking, would you say ""Most people can be trusted"" or ""that you must be very careful""?",You must be very careful in dealing with people = 1; Most people can be trusted = 2; Do not understand the question = 7
Wave3,q23,"q23. General speaking, would you say that ""Most people can be trusted"" or ""that you must be very careful in dealing with people""?",Missing = -1; Most people can be trusted = 1; You must be very careful in dealing with people = 2
Wave4,q23,"23 Would you say that ""Most people can be trusted"" or ""that you must be very careful in dealing with people""?",Mising = -1; Most people can be trusted = 1; You must be very careful in dealing with people = 2
Wave5,q23,23 Do you agree with the statement that 'most people are trustworthy?',Missing = -1; Strongly agree = 1; Somewhat agree = 2
Wave6,q23,23 Do you agree with the statement that 'most people are trustworthy?',Missing = -1; Not applicable = 0; Strongly agree = 1
Wave2,q24,How much trust do you have in your relatives?,None at all = 1; Not Very Much Trust = 2; Quite a Lot of Trust = 3
Wave3,q24,"q24. Do you think most people would try to take advantage of you if they got a chance, or would they try to be fair? (NEW)",Missing = -1; Most people would try to take advantage of you if they got a = 1; Most people would try to be fair = 2
Wave4,q24,24. Do you ageee with the statement 'Most people are trustworthy',Mising = -1; Strongly agree = 1; Somewhat agree = 2
Wave5,q24,24 How much trust do you have in each of the following types of people? Your relatives,Missing = -1; Trust fully = 1; Trust a lot = 2
Wave6,q24,24 How much trust do you have in each of the following types of people? Your relatives,Missing = -1; Not applicable = 0; A great deal of trust = 1
Wave2,q25,How much trust do you have in your neighbors?,None at all = 1; Not Very Much Trust = 2; Quite a Lot of Trust = 3
Wave3,q25,q25. How much trust do you have in each of the following types of people?   Your relatives,Missing = -1; A great deal of Trust = 1; Quite a lot of Trust = 2
Wave4,q25,"25 Do you think most people would try to take advantage of you if they got a chance, or would they try to be fair?",Missing = -1; Most people would try to take advantage of you if they got a = 1; Most people would try to be fair = 2
Wave5,q25,25 Trust in your neighbors,Missing = -1; Trust fully = 1; Trust a lot = 2
Wave6,q25,25 Trust in your neighbors,Missing = -1; Not applicable = 0; A great deal of trust = 1
Wave2,q26,How much trust do you have in other people you interact with?,None at all = 1; Not Very Much Trust = 2; Quite a Lot of Trust = 3
Wave3,q26,q26. Your neighbors,Missing = -1; A great deal of Trust = 1; Quite a lot of Trust = 2
Wave4,q26,26. How much do you trust your relatives?,Missing = -1; A great deal of trust = 1; Quite a lot of trust = 2
Wave5,q26,26 Trust in other people you interact with,Missing = -1; Trust fully = 1; Trust a lot = 2
Wave6,q26,26 Trust in other people you interact with,Missing = -1; Not applicable = 0; A great deal of trust = 1
Wave2,q27,"On average, about how many people do you have contact with in a typical week day?",Not applicable = 0; 0-4 people = 1; 5-9 people = 2
Wave3,q27,q27. Other people you interact with,Missing = -1; A great deal of Trust = 1; Quite a lot of Trust = 2
Wave4,q27,27. Trust your neighbors,Missing = -1; A great deal of trust = 1; Quite a lot of trust = 2
Wave5,q27,27 Trust in people you meet for the first time,Missing = -1; Trust fully = 1; Trust a lot = 2
Wave6,q27,27 Trust in people you meet for the first time,Missing = -1; Not applicable = 0; A great deal of trust = 1
Wave2,q28,How often are you asked to help influence important decisions in other people's favor?,Never = 1; Seldom = 2; Occasionally = 3
Wave3,q28,"q28. On average, about how many people do you have contact with in a typical week day?  We are interested in contact on a one-on-one basis, including everyone with whom you chat, talk, or discuss matters.  This can be face to face, by telephone, by mail,",Missing = -1; Not applicable = 0; 0-4 people = 1
Wave4,q28,28. Trust other people you interact with,Missing = -1; A great deal of trust = 1; Quite a lot of trust = 2
Wave5,q28,28 How many people do you have contact within a typical week day?,Missing = -1; Not applicable = 0; 0-4 people = 1
Wave6,q28,28 How many people do you have contact with in a typical week day?,Missing = -1; Not applicable = 0; 0-4 people = 1
Wave2,q29,And are there people you could ask to help influence important decisions in your favor?,"No, nobody = 1; Yes, a few = 2; Yes, some = 3"
Wave3,q29,"q29. If you have a difficult problem to manage, are there people outside your household you can ask for help? (NEW)","Missing = -1; No, nobody = 1; Yes, a few = 2"
Wave4,q29,29. How many people do you have contact within a typical week day?,Missing = -1; Not applicable = 0; 0-4 people = 1
Wave5,q29,29 Which of the following best describes your relations with most of your social contacts?,Missing = -1; Most people's social status are higher than yours = 1; Most people's social status is lower than yours = 2
Wave6,q29,29 Which of the following best describes your relations with most of your social contacts?,Missing = -1; Not applicable = 0; Most people's social status are higher than yours = 1
Wave2,q3,What do you think will be the state of our country's economic condition a few years from now?,Much worse = 1; A little worse = 2; About the same = 3
Wave3,q3,q3. What do you think will be the state of our country's economic condition a few years from now? Will it be …,Missing = -1; Much better = 1; A little better = 2
Wave4,q3,3. What do you think will be the state of our country's economic condition a few years from now?,Missing = -1; Much better = 1; A little better = 2
Wave5,q3,3. What do you think will be the state of our country's economic condition a few years from now?,Missing = -1; Much better = 1; A little better = 2
Wave6,q3,3 What do you think will be the state of our country's economic condition a few years from now?,Missing = -1; Not applicable = 0; Much better = 1
