wave,variable,label,type,value_labels_sample,n_rows
Wave1,country,Country,haven_labelled,Japan = 1; Hong Kong = 2; Korea = 3,12217
Wave4,q29,29. How many people do you have contact within a typical week day?,haven_labelled,Missing = -1; Not applicable = 0; 0-4 people = 1,20667
Wave4,q30,"30. If you have a difficult problem to manage, are there people outside your household you can ask for help?",haven_labelled,"Missing = -1; No, nobody = 1; Yes, a few = 2",20667
Wave4,q31,"31. When people outside your household have problems, do they come to you for help?",haven_labelled,"Missing = -1; No, nobody = 1; Yes, a few = 2",20667
Wave4,q32,"32 If you had friends or co-workers whose opinions on politics differed from yours, would you have a hard time conversing with them?",haven_labelled,Missing = -1; Very hard = 1; A bit hard = 2,20667
Wave4,q33,33 Did you vote in the last national election?,haven_labelled,missing = -1; Not applicable/not yet eligible to vote = 0; Yes = 1,20667
Wave4,q34,34 Which parties or candidates did you vote for?,haven_labelled,Missing = -1; Not applicable = 90; Cannot recall = 95,20667
Wave4,q34a,34a Did the respondent vote for the winning or losing camp?,haven_labelled,Missing = -1; Not applicable = 0; Voted for the winning camp = 1,20667
Wave4,q35,35. Did you attend a campaign meeting or rally?,haven_labelled,Missing = -1; Not applicable = 0; Yes = 1,20667
Wave4,q36,36. Try to persudae others to vote for a certain candidate or party?,haven_labelled,Missing = -1; Not applicable = 0; Yes = 1,20667
Wave4,q37,37. Did you do anything else to help out or work for a party or candidate running in the last national election?,haven_labelled,Missing = -1; Not applicable = 0; Yes = 1,20667
Wave4,q38,"38.On the whole, how free and fair would you say the last national election was?",haven_labelled,Missing = -1; Not applicable = 0; Completely free and fair = 1,20667
Wave4,q39,39. How easy or difficult to obtain an identity document service,haven_labelled,Missing = -1; Not applicable = 0; Very difficult = 1,20667
Wave4,q40,40. How easy or difficult to obtain a place in a public primirary school for a child,haven_labelled,Missing = -1; Not applicable = 0; Very difficult = 1,20667
Wave4,q41,41. How easy or difficult to obtain medical treatment at nearby clinic,haven_labelled,Missing = -1; Not applicable = 0; Very difficult = 1,20667
Wave4,q42,42. How easy or difficult to obtain help from the police when you need it,haven_labelled,Missing = -1; Not applicable = 0; Very difficult = 1,20667
Wave4,q43,43. How safe is living in this city/ town/ village,haven_labelled,Missing = -1; Very safe = 1; Safe = 2,20667
Wave4,q44,44. How interested would you say you are in politics?,haven_labelled,Missing = -1; Very interested = 1; Somewhat interested = 2,20667
Wave4,q45,45. How often do you follow news about politics and government?,haven_labelled,Missing = -1; Everyday = 1; Several times a week = 2,20667
Wave4,q46,"46. When you get together with your family members or friends, how often do you discuss political matters",haven_labelled,Missing = -1; Frequently = 1; Occationally = 2,20667
Wave4,q47,47. Do you have Internet access at home?,haven_labelled,Missing = -1; Yes = 1; No = 2,20667
Wave4,q48,48. Do you have Internet access on a mobile phone?,haven_labelled,Missing = -1; I do not have a cell phone = 0; Yes = 1,20667
Wave4,q49,49. How often do you use the internet?,haven_labelled,Missing = -1; Not applicable = 0; Several hours a day = 1,20667
Wave4,q50,50. Do you currently use any of the following social media networks?,haven_labelled,Missing = -1; Not applicable = 0; Yes = 1,20667
Wave4,q51,51. How often do you use the Internet or social media networks to find information about politics and government?,haven_labelled,Missing = -1; Not applicable = 0; Everyday = 1,20667
Wave4,q52,52. How often do you use the Internet or social media networks to express your opinion about politics and government?,haven_labelled,Missing = -1; Not applicable = 0; Everyday = 1,20667
Wave4,q53,"53.Among the political parties listed here, which party if any do you feel closest to?",haven_labelled,Missing = -1; Do not feel close to any party = 90; Do not understand the question = 97,20667
Wave4,q54,54. How close do you feel to (answer in q53)?,haven_labelled,Missing = -1; Not applicable = 0; Very close = 1,20667
Wave4,q55,"55 For the sake of the family, the individual should put his personal interests second.",haven_labelled,Missing = -1; Strongly agree = 1; Somewhat agree = 2,20667
Wave4,q56,"56. In a group, we should sacrifice our individual interest for the sake of the group's collective interest.",haven_labelled,Missing = -1; Strongly agree = 1; Somewhat agree = 2,20667
Wave4,q57,"57. For the sake of national interest, individual interest could be sacrificed.",haven_labelled,Missing = -1; Strongly agree = 1; Somewhat agree = 2,20667
Wave4,q58,"58. When dealing with others, developing a long-term relationship is more important than securing one's immediate interest.",haven_labelled,Missing = -1; Strongly agree = 1; Somewhat agree = 2,20667
Wave4,q59,"59. When dealing with others, one should not only focus on immediate interest but also plan for future.",haven_labelled,Missing = -1; Strongly agree = 1; Somewhat agree = 2,20667
Wave4,q60,"60. Even if parents' demands are unreasonable, children still should do what they ask.",haven_labelled,Missing = -1; Strongly agree = 1; Somewhat agree = 2,20667
Wave4,q61,"61. When a mother-in-law and a daughter-in-law come into conflict, even if the mother-in-law is in the wrong, the husband should still persuade his wife to obey his mother.",haven_labelled,Missing = -1; Strongly agree = 1; Somewhat agree = 2,20667
Wave4,q62,"62. Being a student, one should not question the authority of their teacher.",haven_labelled,Missing = -1; Strongly agree = 1; Somewhat agree = 2,20667
Wave4,q63,"63. In a group, we should avoid open quarrel to preserve the harmony of the group.",haven_labelled,Missing = -1; Strongly agree = 1; Somewhat agree = 2,20667
Wave4,q64,"64. Even if there is some disagreement with others, one should avoid the conflict.",haven_labelled,Missing = -1; Strongly agree = 1; Somewhat agree = 2,20667
Wave4,q65,65. A person should not insist on his own opinion if his co-workers disagree with him.,haven_labelled,Missing = -1; Strongly agree = 1; Somewhat agree = 2,20667
Wave4,q66,"66. Wealth and poverty, success and failure are all determined by fate.",haven_labelled,Missing = -1; Strongly agree = 1; Somewhat agree = 2,20667
Wave4,q67,"67. If one could have only one child, it is more preferable to have a boy than a girl.",haven_labelled,Missing = -1; Strongly agree = 1; Somewhat agree = 2,20667
Wave4,q68,"68. When dealing with others, one should not be preoccupied with temporary gains and losses.",haven_labelled,Missing = -1; Strongly agree = 1; Somewhat agree = 2,20667
Wave4,q69,"69 In the past three years, have you ever contacted elected officials or legislative representatives at any level-3 categories",haven_labelled,Missing = -1; I have done this more than once = 1; I have done this once = 2,20667
Wave4,q69a,"69a In the past three years, have you ever contacted elected officials or legislative representatives at any level-4 categories",haven_labelled,Missing = -1; I have done this more than once = 1; I have done this once = 2,20667
Wave4,q70,70  Contacted officials at higher level-3 categories.,haven_labelled,Missing = -1; I have done this more than once = 1; I have done this once = 2,20667
Wave4,q70a,70a  Contacted officials at higher level--4 categories.,haven_labelled,Missing = -1; I have done this more than once = 1; I have done this once = 2,20667
Wave4,q71,71 Contacted traditional leaders/community leaders-3 categories,haven_labelled,Missing = -1; I have done this more than once = 1; I have done this once = 2,20667
Wave4,q71a,71a Contacted traditional leaders/community leaders-4 categories,haven_labelled,Missing = -1; I have done this more than once = 1; I have done this once = 2,20667
Wave4,q72,72  Contacted other influential people outside the government-3 categories.,haven_labelled,Missing = -1; I have done this more than once = 1; I have done this once = 2,20667
Wave4,q72a,72a  Contacted other influential people outside the government-4 categories.,haven_labelled,Missing = -1; I have done this more than once = 1; I have done this once = 2,20667
Wave4,q73,73  Contacted news media-3 categories,haven_labelled,Missing = -1; I have done this more than once = 1; I have done this once = 2,20667
Wave4,q73a,73a  Contacted news media-4 categories,haven_labelled,Missing = -1; I have done this more than once = 1; I have done this once = 2,20667
Wave4,q74,74 Whether you personally have ever got together with others to try to resolve local problems-3 categories,haven_labelled,Missing = -1; I have done this more than once = 1; I have done this once = 2,20667
Wave4,q74a,74a Whether you personally have ever got together with others to try to resolve local problems-4 categories,haven_labelled,Missing = -1; I have done this more than once = 1; I have done this once = 2,20667
Wave4,q75,75 Got together with others to raise an issue or sign a petition-3 categories,haven_labelled,Missing = -1; I have done this more than once = 1; I have done this once = 2,20667
Wave4,q75a,75a Got together with others to raise an issue or sign a petition-4 categories,haven_labelled,Missing = -1; I have done this more than once = 1; I have done this once = 2,20667
Wave4,q76,76 Attended a demonstration or protest march-3 categories,haven_labelled,Missing = -1; I have done this more than once = 1; I have done this once = 2,20667
Wave4,q76a,76a Attended a demonstration or protest march-4 categories,haven_labelled,Missing = -1; I have done this more than once = 1; I have done this once = 2,20667
Wave4,q77,77 Used force or violence for a political cause-3 categories,haven_labelled,Missing = -1; I have done this more than once = 1; I have done this once = 2,20667
Wave4,q77a,77a Used force or violence for a political cause-4 categories,haven_labelled,Missing = -1; I have done this more than once = 1; I have done this once = 2,20667
Wave4,q78,"78 Thinking of whether you voted or not ever since you became eligible for voting, how would you describe yourself?",haven_labelled,Missing = -1; Not applicable (eligible only once) = 0; Voted in every election = 1,20667
Wave4,q79,79. Which of the following statements do you agree with most?,haven_labelled,Missing = -1; Government leaders implement what voters want. = 1; Government leaders do what they think is best for the people. = 2,20667
Wave4,q79a,79a. Do you strongly agree or just agree with the chosen statement?,haven_labelled,Missing = -1; Not applicable = 0; Strongly agree = 1,20667
Wave4,q80,80. which of the following statements do you agree with most?,haven_labelled,"Missing = -1; Government is our employee, the people should tell government what needs to be done. = 1; The government is like parent, it should decide what is good for us = 2",20667
Wave4,q80a,80a. Do you strongly agree or just agree with the chosen statement?,haven_labelled,Missing = -1; Not applicable = 0; Strongly agree = 1,20667
Wave4,q81,81. which of the following statements do you agree with most?,haven_labelled,Missing = -1; The media should have the right to publish news and ideas without government control = 1; The government should have the right to prevent the media from publishing things that might be politically destabilizing = 2,20667
Wave4,q81a,81a. Do you strongly agree or just agree with the chosen statement?,haven_labelled,Missing = -1; Not applicable = 0; Strongly agree = 1,20667
Wave4,q82,82. which of the following statements do you agree with most?,haven_labelled,Missing = -1; Political leaders are chosen by the people through open and competitive elections = 1; Political leaders are chosen on the basis on their virtue and capability even without election = 2,20667
Wave4,q82a,82a. Do you strongly agree or just agree with the chosen statement?,haven_labelled,Missing = -1; Not applicable = 0; Strongly agree = 1,20667
Wave4,q83,"83. Over the long run, our system of government is capable of solving the problems our country faces",haven_labelled,Missing = -1; Strongly agree = 1; Agree = 2,20667
Wave4,q84,"84. Thinking in general, I am proud of our system of government",haven_labelled,Missing = -1; Strongly agree = 1; Agree = 2,20667
Wave4,q85,"85 A system like ours, even if it runs into problems, deserves the people's support",haven_labelled,Missing = -1; Strongly agree = 1; Agree = 2,20667
Wave4,q86,86. I would rather live under our system of government than any other that I can think of,haven_labelled,Missing = -1; Strongly agree = 1; Agree = 2,20667
Wave4,q87,"87. would you say our system of government works fine as it is, needs minor change, needs major change, or should be replaced?",haven_labelled,"Missing = -1; It works fine, not need to change = 1; Needs minor change = 2",20667
Wave4,q88,88  which one would you choose as the most essential characteristics of a democracy?,haven_labelled,Missing = -1; Government narrows the gap between the rich and the poor = 1; People choose the government leaders in free and fair election = 2,20667
Wave4,q89,89. which one would you choose as the most essential characteristics of a democracy?,haven_labelled,"Missing = -1; The legislature has oversight over the government. = 1; Basic necessities, like food, clothes and shelter, are provided for all. = 2",20667
Wave4,q90,90. which one would you choose as the most essential characteristics of a democracy?,haven_labelled,Missing = -1; Government ensures law and order = 1; Media is free to criticize the things government does. = 2,20667
Wave4,q91,91. which one would you choose as the most essential characteristics of a democracy?,haven_labelled,Missing = -1; People have the freedom to take part in protests and demonstrations = 1; Politics is clean and free of corruption. = 2,20667
Wave4,q92,"92 On the whole, how satisfied or dissatisfied are you with the way democracy works in the country?",haven_labelled,Missing = -1; Very satisfied = 1; Fairly satisfied = 2,20667
Wave4,q93,93. In your opinion how much of a democracy is the country?,haven_labelled,"Missing = -1; A full democracy = 1; A democracy, but with minor problems = 2",20667
Wave4,q94,94 Where would you place our country under the present government?,haven_labelled,Missing = -1; Completely Undemocratic = 1; 2 = 2,20667
Wave4,q95,95 Where would you place our country ten years ago?,haven_labelled,Missing = -1; Completely Undemocratic = 1; 2 = 2,20667
Wave4,q96,96 Where would you expect our country to be ten years from now?,haven_labelled,Missing = -1; Completely Undemocratic = 1; 2 = 2,20667
Wave4,q97,97 Whether you think democracy is suitable for our country,haven_labelled,Missing = -1; Democracy is completely unsuitable = 1; 2 = 2,20667
Wave4,q98,98 How satisfied or dissatisfied are you with the current government?,haven_labelled,Missing = -1; Very satisfied = 1; Somewhat satisfied = 2,20667
Wave4,q99,99 What are the first most important problems facing this country? 1st,haven_labelled,"Missing = -1; Management of the economy = 1; Wages, incomes and salaries = 2",20667
Wave4,q99a,99a. What are the second most important problems facing this country? 2nd,haven_labelled,Missing = -1; Not applicable = 0; Management of the economy = 1,20667
Wave4,q99b,99b. What are the third most important problems facing this country? 3rd,haven_labelled,Missing = -1; Not applicable = 0; Management of the economy = 1,20667
Wave4,q100,100. How likely is it that the government will solve the most important problem you identified within the next five years?,haven_labelled,Missing = -1; Not applicable = 0; Very likely = 1,20667
Wave4,q101,101. People have the power to change a government they don't like,haven_labelled,Missing = -1; Strongly agree = 1; Somewhat agree = 2,20667
Wave4,q102,102. Political parties or candidates in our country have equal access to the mass media during the election period.,haven_labelled,Missing = -1; Strongly agree = 1; Somewhat agree = 2,20667
Wave4,q103,"103. Between elections, the people have no way of holding the government responsible for its actions.",haven_labelled,Missing = -1; Strongly agree = 1; Somewhat agree = 2,20667
Wave4,q104,"104. When government leaders break the laws, there is nothing the court can do.",haven_labelled,Missing = -1; Strongly agree = 1; Somewhat agree = 2,20667
Wave4,q105,105. All citizens from different ethnic communities in the country are treated equally by the government.,haven_labelled,Missing = -1; Strongly agree = 1; Somewhat agree = 2,20667
Wave4,q106,106 Rich and poor people are treated equally by the government,haven_labelled,Missing = -1; Strongly agree = 1; Somewhat agree = 2,20667
Wave4,q107,"107. People have basic necessities like food, clothes, and shelter",haven_labelled,Missing = -1; Strongly agree = 1; Somewhat agree = 2,20667
Wave4,q108,108. People are free to speak what they think without fear.,haven_labelled,Missing = -1; Strongly agree = 1; Somewhat agree = 2,20667
Wave4,q109,109 People can join any organization they like without fear.,haven_labelled,Missing = -1; Strongly agree = 1; Somewhat agree = 2,20667
Wave4,q110,110 Do officials who commit crimes go unpunished?,haven_labelled,Missing = -1; Always = 1; Most of the time = 2,20667
Wave4,q111,111 How often do government officials withhold important information from the public view?,haven_labelled,Missing = -1; Always = 1; Most of the time = 2,20667
Wave4,q112,112 How often do you think government leaders break the law or abuse their power?,haven_labelled,Missing = -1; Always = 1; Most of the time = 2,20667
Wave4,q113,113 How often do you think our elections offer the voters a real choice between different parties/candidates?,haven_labelled,Missing = -1; Always = 1; Most of the time = 2,20667
Wave4,q114,114 To what extent is the legislature capable of keeping government leaders in check?,haven_labelled,Missing = -1; Very capable = 1; Capable = 2,20667
Wave4,q115,115 How well do you think the government responds to what people want?,haven_labelled,Missing = -1; Very responsive = 1; Largely responsive = 2,20667
Wave4,q116,116 How much do you feel that having elections makes the government pay attention to what the people think?,haven_labelled,Missing = -1; A good deal = 1; Quite a lot = 2,20667
Wave4,q117,117 How widespread do you think corruption and bribe-taking are in your local/municipal government?,haven_labelled,Missing = -1; Hardly anyone is involved = 1; Not a lot of officials are corrupt = 2,20667
Wave4,q118,118 How widespread do you think corruption and bribe-taking are in the national government?,haven_labelled,Missing = -1; Hardly anyone is involved = 1; Not a lot of officials are corrupt = 2,20667
Wave4,q119,"119 In your opinion, is the government working to crack down on corruption and root out bribery?",haven_labelled,Missing = -1; It is doing its best = 1; It is doing something = 2,20667
Wave4,q120,120 Have you or anyone you know personally witnessed an act of corruption or bribe-taking by a politician or government official in the past year?,haven_labelled,Missing = -1; Personally witnessed = 1; Told about it by a family member who personally witnessed = 2,20667
Wave4,q121,121 Where would you place China today on this scale?,haven_labelled,Missing = -1; Completely Undemocratic = 1; 2 = 2,20667
Wave4,q122,122 Where would you place the United States today on this scale?,haven_labelled,Missing = -1; Completely Undemocratic = 1; 2 = 2,20667
Wave4,q123,123 Where would you place Japan on this scale?,haven_labelled,Missing = -1; Completely Undemocratic = 1; 2 = 2,20667
Wave4,q124,124 Where would you place India on this scale?,haven_labelled,Missing = -1; Completely Undemocratic = 1; 2 = 2,20667
Wave4,q125,125 Which of the following statements comes closest to your own opinion?,haven_labelled,"Missing = -1; Democracy is always preferable to any other kind of government = 1; Under some circumstances, an authoritarian government can be preferable to a democratic one = 2",20667
Wave4,q126,126 Which of the following statements comes closer to your own view?,haven_labelled,Missing = -1; Democracy is capable of solving the problems of our society = 1; Democracy cannot solve our society`s problems = 2,20667
Wave4,q127,"127 If you had to choose between democracy and economic development, which would you say is more important?",haven_labelled,Missing = -1; Economic development is definitely more important = 1; Economic development is somewhat more important = 2,20667
Wave4,q128,"128 If you had to choose between reducing economic inequality and protecting political freedom, which would you say is more important?",haven_labelled,Missing = -1; Reducing economic inequality is definitely more important = 1; Reducing economic inequality is somewhat more important = 2,20667
Wave4,q129,"129 Do you agree or disagree with the following statement: ""Democracy may have its problems, but it is still the best form of government"".",haven_labelled,Missing = -1; Strongly agree = 1; Agree = 2,20667
Wave4,q130,130 We should get rid of parliament and elections and have a strong leader decide things.,haven_labelled,Missing = -1; Strongly agree = 1; Agree = 2,20667
Wave4,q131,131 Only one political party should be allowed to stand for election and hold office.,haven_labelled,Missing = -1; Strongly agree = 1; Agree = 2,20667
Wave4,q132,132 The army (military) should come in to govern the country.,haven_labelled,Missing = -1; Strongly agree = 1; Agree = 2,20667
Wave4,q133,133 We should get rid of elections and parliaments and have experts make decisions on behalf of the people.,haven_labelled,Missing = -1; Strongly agree = 1; Agree = 2,20667
Wave4,q134,134 I think I have the ability to participate in politics.,haven_labelled,Missing = -1; Strongly agree = 1; Agree = 2,20667
Wave4,q135,135 Sometimes politics and government seems so complicated that a person like me can't really understand what is going on.,haven_labelled,Missing = -1; Strongly agree = 1; Agree = 2,20667
Wave4,q136,136 People like me don't have any influence over what the government does.,haven_labelled,Missing = -1; Strongly agree = 1; Agree = 2,20667
Wave4,q137,137 You can generally trust the people who run our government to do what is right.,haven_labelled,Missing = -1; Strongly agree = 1; Agree = 2,20667
Wave4,q138,"138 A citizen should always remain loyal only to his country, no matter how imperfect it is or what wrong it has done.",haven_labelled,Missing = -1; Strongly agree = 1; Agree = 2,20667
Wave4,q139,139 Women should not be involved in politics as much as men,haven_labelled,Missing = -1; Strongly agree = 1; Agree = 2,20667
Wave4,q140,140 The government should consult religious authorities when interpreting the laws,haven_labelled,Missing = -1; Strongly agree = 1; Agree = 2,20667
Wave4,q141,141 People with little or no education should have as much say in politics as highly-educated people,haven_labelled,Missing = -1; Strongly agree = 1; Agree = 2,20667
Wave4,q142,142 Government leaders are like the head of a family; we should all follow their decisions,haven_labelled,Missing = -1; Strongly agree = 1; Agree = 2,20667
Wave4,q143,143 The government should decide whether certain ideas should be allowed to be discussed in society,haven_labelled,Missing = -1; Strongly agree = 1; Agree = 2,20667
Wave4,q144,144 Harmony of the community will be disrupted if people organize lots of groups,haven_labelled,Missing = -1; Strongly agree = 1; Agree = 2,20667
Wave4,q145,"145 When judges decide important cases, they should accept the view of the executive branch",haven_labelled,Missing = -1; Strongly agree = 1; Agree = 2,20667
Wave4,q146,"146 If the government is constantly checked [i.e. monitored and supervised] by the legislature, it cannot possibly accomplish great things",haven_labelled,Missing = -1; Strongly agree = 1; Agree = 2,20667
Wave4,q147,"147 If we have political leaders who are morally upright, we can let them decide everything",haven_labelled,Missing = -1; Strongly agree = 1; Agree = 2,20667
Wave4,q148,"148 If people have too many different ways of thinking, society will be chaotic",haven_labelled,Missing = -1; Strongly agree = 1; Agree = 2,20667
Wave4,q149,"149 When the country is facing a difficult situation, it is ok for the government to disregard the law in order to deal with the situation",haven_labelled,Missing = -1; Strongly agree = 1; Agree = 2,20667
Wave4,q150,150 How closely do you follow major events in foreign countries/ the world?,haven_labelled,Missing = -1; Very closely = 1; Somewhat closely = 2,20667
Wave4,q151,151 Our country should defend our way of life instead of becoming more and more like other countries.,haven_labelled,Missing = -1; Strongly agree = 1; Agree = 2,20667
Wave4,q152,"152 Do you agree or disagree with the following statement: ""We should protect our farmers and workers by limiting the import of foreign goods.""",haven_labelled,Missing = -1; Strongly agree = 1; Agree = 2,20667
Wave4,q153,153 Do you think the government should increase or decrease the inflow of foreign immigrants into the country?,haven_labelled,Missing = -1; The government should increase the inflow of immigrants = 1; The government should maintain the current inflow of immigrants = 2,20667
Wave4,q154,154 Which of these statements comes closer to your view?,haven_labelled,Misisng = -1; Protecting the environment should be given priority = 1; Economic growth and creating jobs should be the top priority = 2,20667
Wave4,q155,155 How fair do you think income distribution is in the country?,haven_labelled,Missing = -1; Very fair = 1; Fair = 2,20667
Wave4,q156,156 It is the responsibility of the government to reduce the differences between people with high income and those with low incomes.,haven_labelled,Missing = -1; Strongly agree = 1; Agree = 2,20667
Wave4,q157,157 How concerned are you about the loss of your major source of income within the next 12 months?,haven_labelled,Missing = -1; Not at all = 1; A little bit = 2,20667
Wave4,q158,"158 The following is a hypothetical question: If you were unfortunate enough to lose your main source of income, how serious would it be for you and your family?",haven_labelled,"Missing = -1; It would be serious, and we would have difficulty coping = 1; It would be serious, but we could deal with it = 2",20667
Wave4,q159,"159 Considering all the effort that you and your family members have made in the past, do you think the income that your family currently receives is fair or not fair-4 categories?",haven_labelled,Missing = -1; Very fair = 1; Fair = 2,20667
Wave4,q159a,"159a Considering all the effort that you and your family members have made in the past, do you think the income that your family currently receives is fair or not fair-6 categories?",haven_labelled,Missing = -1; Very fair = 1; Fair = 2,20667
Wave4,q160,"160 As compared to my parent's generation, my generation has more or fewer opportunities to improve one's standard of living or social status?",haven_labelled,Missing = -1; Substantially more opportunities = 1; More opportunities = 2,20667
Wave4,q161,161 How proud are you to be a citizen of the country? Are you?,haven_labelled,Missing = -1; Very proud = 1; Somewhat proud = 2,20667
Wave4,q162,"162 Given the chance, how willing would you be to go and live in another country",haven_labelled,Missing = -1; Very willing = 1; Willing = 2,20667
Wave4,q163,163 Which country has the most influence in Asia?,haven_labelled,Missing = -1; China = 1; Japan = 2,20667
Wave4,q164,164 Does the United States do more good or harm to the region?,haven_labelled,Missing = -1; Much more good than harm = 1; Somewhat more good than harm = 2,20667
Wave4,q165,165 Does China do more good or harm to the region?,haven_labelled,Missing = -1; Much more good than harm = 1; Somewhat more good than harm = 2,20667
Wave4,q166,"166 In ten years, which country will have the most influence in Asia?",haven_labelled,Missing = -1; China = 1; Japan = 2,20667
Wave4,q167,167 Which country should be a model for our own country's future development?,haven_labelled,Missing = -1; United States = 1; China = 2,20667
Wave4,q168,168 How much influence does China have on our country?,haven_labelled,Missing = -1; A great deal of influence = 1; Some influence = 2,20667
Wave4,q169,"169 General speaking, the influence China has on our country is?",haven_labelled,Missing = -1; Very positive = 1; Positive = 2,20667
Wave4,q170,170 How much influence does the United States have on our country?,haven_labelled,Missing = -1; A great deal of influence = 1; Some influence = 2,20667
Wave4,q171,"171 General speaking, the influence the United States has on our country is?",haven_labelled,Missing = -1; Very positive = 1; Positive = 2,20667
Wave4,q172,172 How close do you feel to ASEAN? (ASEAN countries only),haven_labelled,Missing = -1; Very close = 1; Close = 2,20667
Wave4,se2,se2 Gender,haven_labelled,Missing = -1; Male = 1; Female = 2,20667
Wave4,se3_1,se3_1 Birth year,haven_labelled,Missing = -1,20667
Wave4,se3_2,se3_2 Actual age,haven_labelled,Missing = -1,20667
Wave4,se4,se4 Marital Status,haven_labelled,Missing = -1; Single = 1; Married = 2,20667
Wave4,se5,se5 Education,haven_labelled,Missing = -1; No formal education = 1; Incomplete primary/elementary = 2,20667
Wave4,se5a,se5a How many year of formal education have you received,haven_labelled,Missing = -1; Not applicable = 90; Can't choose = 98,20667
Wave4,se6,se6 Religion,haven_labelled,Missing = -1; Traditional folk religion (Shenism) = 1; Roman Catholic = 10,20667
Wave4,se7,se7 Religiosity,haven_labelled,Missing = -1; Not applicable = 0; Several times a day = 1,20667
Wave4,se7a,"se7a Would you describe yourself as very religious, moderately religious, lightly religious, not religious at all?",haven_labelled,Missing = -1; Not applicable = 0; Very religious = 1,20667
Wave4,se8a,se8a How many people live in this household?,haven_labelled,Missing = -1; Can't choose = 98; Decline to answer = 99,20667
Wave4,se8b,se8b How many generations of family members live in this household?,haven_labelled,Missing = -1; Not applicable = 0; One generation = 1,20667
Wave4,se8c,"se8c INCLUDE servants, transients/boarders",haven_labelled,Missing = -1; Can't choose = 98; Decline to answer = 99,20667
Wave4,se8d,"se8d EXCLUDE servants, transients/boarders",haven_labelled,Missing = -1; Can't choose = 98; Decline to answer = 99,20667
Wave4,se9,se9 Are you current employed?,haven_labelled,Missing = -1; Employed = 1; Not employed = 2,20667
Wave4,se9a,"se9a Are you current self-employed, working in a family business or an outside employer?",haven_labelled,Missing = -1; Not applicable = 0; Self-employed or business owner = 1,20667
Wave4,se9b,se9b How many people does your business employ?,haven_labelled,Missing = -1; Not applicable = 0; No employees = 1,20667
Wave4,se9c,se9c What is your job title (ISCO code),haven_labelled,"Missing = -1; LEGISLATORS, SENIOR OFFICIALS & MANAGERS = 1000; LEGISLATORS & SENIOR OFFICIALS = 1100",20667
Wave4,se9c_2,se9c_2 What is your job title (EGP class),haven_labelled,Missing = -1; Not applicable = 0; Higher service = 1,20667
Wave4,se9c_3,se9c_3 Extended application. Elite vs. Mass,haven_labelled,Missing = -1; Not applicable = 0; Elite = 1,20667
Wave4,se9c_4,se9c_4 Extended applicable. White vs. blue collar,haven_labelled,Missing = -1; Not applicable = 0; Non-manual white collar workers = 1,20667
Wave4,se9d,se9d Are you currently seeking employment?,haven_labelled,Missing = -1; Not applicable = 0; Yes (Currently unemployed but seeking work = 1,20667
Wave4,se9e,se9e What is your current status?,haven_labelled,Missing = -1; Not applicable = 0; Homemaker = 1,20667
Wave4,se10,se10.  Are you the main earner in your household?,haven_labelled,Missing = -1; Yes = 1; No = 2,20667
Wave4,se10_1,se10_1 Is the main earner in your household currently employed?,haven_labelled,Missing = -1; Not applicable = 0; Employed = 1,20667
Wave4,se10a,"se10a Is he or she curently self-employed, working in family business or working for an outside employer?",haven_labelled,Missing = -1; Not applicable = 0; Self-employed or business owner = 1,20667
Wave4,se10b,se10b How many people does his or her business employ?,haven_labelled,Missing = -1; Not applicable = 0; No employees = 1,20667
Wave4,se10c,se10c What is his/her job title (ISCO code),haven_labelled,"Missing = -1; LEGISLATORS, SENIOR OFFICIALS & MANAGERS = 1000; LEGISLATORS & SENIOR OFFICIALS = 1100",20667
Wave4,se10c_2,se10c_2 What is his/her job title (EGP class),haven_labelled,Missing = -1; Not applicable = 0; Higher service = 1,20667
Wave4,se10c_3,se10c_3 Extended application. Elite vs. Mass,haven_labelled,Missing = -1; Not applicable = 0; Elite = 1,20667
Wave4,se10c_4,se10c_4 Extended applicable. White vs. blue collar,haven_labelled,Missing = -1; Not applicable = 0; Non-manual white collar workers = 1,20667
Wave4,se10d,se10d Is he or she currently seeking employment?,haven_labelled,Missing = -1; Not applicable = 0; Yes (Currently unemployed but seeking work = 1,20667
Wave4,se10e,se10e What is his or her current status?,haven_labelled,Missing = -1; Not applicable = 0; Homemaker = 1,20667
Wave4,se11,se11 What language do you speak the most in the home?,haven_labelled,Missing = -1; Only local language = 1; Mostly local language = 2,20667
Wave4,se11a,se11a What is your racial or ethnic background,haven_labelled,Missing = -1; Can't choose = 98; Decline to answer = 99,20667
Wave4,se12,se12 Where would you place your family on the following scale? -10 scales,haven_labelled,Missing = -1; Lowest status = 1; 2 = 2,20667
Wave4,se12a,se12 Where would you place your family on the following scale? -5 scales,haven_labelled,Missing = -1; Lower class = 1; Lower-Middle class = 2,20667
Wave4,se13a,se13a Where would you put yourself on this staircase?,haven_labelled,Missing = -1; Poorest = 1; 2 = 2,20667
Wave4,se13b,se13b Where would you put your parents on this staircase?,haven_labelled,Missing = -1; Poorest = 1; 2 = 2,20667
Wave4,se13c,se13c Where would you put your children on this staircase?,haven_labelled,Missing = -1; Poorest = 1; 2 = 2,20667
Wave4,se14,se14 Annual or monthly household income,haven_labelled,Missing = -1; Lowest quintile = 1; 2 nd = 2,20667
Wave4,se14a,se14a Does the total income of your household allow you to satisfactorily cover your needs?,haven_labelled,"Missing = -1; Not applicable = 0; Our income covers the needs well, we can save = 1",20667
