variable,n_waves,waves_present,labels
se10e,3,"Wave2, Wave3, Wave4",SE 10.5 Scooter/Motorcycle/Moped | SE10e. What is his or her current status? | se10e What is his or her current status?
se11,3,"Wave2, Wave3, Wave4",What language do you speak the most in the Home? | SE11. LANGUAGE: What language do you speak the most in the home? | se11 What language do you speak the most in the home?
se2,3,"Wave2, Wave3, Wave4",Gender | SE2. GENDER | se2 Gender
se4,3,"Wave2, Wave3, Wave4",Marital Status | SE4. MARITAL STATUS | se4 Marital Status
se5,3,"Wave2, Wave3, Wave4",Education | SE5. EDUCATION | se5 Education
se5a,3,"Wave2, Wave3, Wave4",Years of formal education | SE5a. How many years of formal education you have received? | se5a How many year of formal education have you received
se6,3,"Wave2, Wave3, Wave4",Religion | SE6. RELIGION | se6 Religion
se7,3,"Wave2, Wave3, Wave4",Religiosity | SE7. RELIGIOSITY: About how often do you practice religious services or rituals these days? | se7 Religiosity
se7a,3,"Wave2, Wave3, Wave4","Would you describe yourself as very religious? | SE7a. Would you describe yourself as very religious, moderately religious, lightly religious, not religious at all? | se7a Would you describe yourself as very religious, moderately religious, lightly religious, not religious at all?"
se8a,3,"Wave2, Wave3, Wave4",How many people live in this household? | SE8a. How many people live in this household? | se8a How many people live in this household?
se8b,3,"Wave2, Wave3, Wave4",How many generations of family members live in this household? | SE8b. How many generations of family members live in this household? | se8b How many generations of family members live in this household?
se9,3,"Wave2, Wave3, Wave4",Monthly Household Income | SE9. Are you currently employed?(respondent) | se9 Are you current employed?
se9a,3,"Wave2, Wave3, Wave4","Does the total income of your household allow you to satisfactorily cover your needs? | SE9a. Are you currently self-employed (including business owners), working in a family business, or working for an outside emp | se9a Are you current self-employed, working in a family business or an outside employer?"
COUNTRY,2,"Wave5, Wave6",Country code
IR10,2,"Wave5, Wave6",ir10 Language in which interview was conducted | IR10 Language in which interview was conducted
IR10a,2,"Wave5, Wave6",ir10a Was the interview conducted with the assistance of an interpreter? | IR10a Was the interview conducted with the assistance of an interpreter?
IR11a,2,"Wave5, Wave6","ir11a What is the condition of the road leading to interviewee's residence? | IR11a Based on your observation, what is the condition of the road leading to interviewee's residence?"
IR11b,2,"Wave5, Wave6",ir11b  Please identify the main source of drinking water in the household? | IR11b Please identify the main source of drinking water in the household?
IR11c,2,"Wave5, Wave6",ir11c Is electricity the main source of lighting in the house? | IR11c Is electricity the main source of lighting in the house?
IR11d,2,"Wave5, Wave6",ir11d Is this neighborhood coverd by mobile phone network(signals)? | IR11d Is this neighborhood covered by mobile network?
IR12,2,"Wave5, Wave6","ir12 Were the following services present within the neighborhood,estimate the distance of services by | IR12 Were the following services present within the neighborhood (i.e., within walking or easy driving distance)"
IR13,2,"Wave5, Wave6",ir13 Which of the following levels within the country the respondent live? | IR13 Which of the following levels within the country the respondent live?
IR2c,2,"Wave5, Wave6",ir2c What kind of language do you normally use at home? | IR2c What kind of language do you normally use at home?
IR3,2,"Wave5, Wave6","ir3 In the interview, other than the respondent, were others present? | IR3 In the interview, other than the respondent, were others present?"
IR3a_1,2,"Wave5, Wave6",ir3a_1 Respondent's spouse | IR3a_1 Respondent's spouse
IR3a_2,2,"Wave5, Wave6",ir3a_2 Children | IR3a_2 Children
IR3a_3,2,"Wave5, Wave6",ir3a_3 Parents or parents-in-law | IR3a_3 Parents or parents-in-law
IR3a_4,2,"Wave5, Wave6",ir3a_4 Neighbors/passers by | IR3a_4 Neighbors/passers by
IR3a_5,2,"Wave5, Wave6",ir3a_5 Party/government official | IR3a_5 Party/government official
IR4,2,"Wave5, Wave6",ir4 Has the respondent ever refused to be interviewed during the whole process? | IR4 Has the respondent ever refused to be interviewed during the whole process?
IR5,2,"Wave5, Wave6",ir5 Has the respondent ever felt impatient during the interview? | IR5 Has the respondent ever felt impatient during the interview?
IR6,2,"Wave5, Wave6",ir6 How cooperative was the respondent during the interview? | IR6 How cooperative was the respondent during the interview?
IR7,2,"Wave5, Wave6",ir7 How sincere was the respondent when answering sensitive questions? | IR7 How sincere was the respondent when answering sensitive questions?
IR8,2,"Wave5, Wave6",ir8 What proportion of the questions do you feel the respondent had difficulty answering? | IR8 What proportion of the questions do you feel the respondent had difficulty answering?
SE10,2,"Wave5, Wave6",se10 Are you the main earner in your household? | SE10 Are you the main earner in your household?
SE10_1,2,"Wave5, Wave6",se10_1 Is the main earner in your household currently employed? | SE10_1 Is the main earner in your household currently employed?
SE12,2,"Wave5, Wave6",se12 Where would you place your family on the following scale? | SE12 SUBJECTIVE SOCIAL STATUS
SE14,2,"Wave5, Wave6",se14 What group your household income on average is? | SE14 Monthly household income
SE2,2,"Wave5, Wave6",se2 Gender | SE2 Gender
SE3,2,"Wave5, Wave6",se3 Birth year | SE3 Birth year
SE3_1,2,"Wave5, Wave6",se3_1 Actual age | SE3_1 Actual age
SE4,2,"Wave5, Wave6",se4 Marital status | SE4 MARITAL STATUS
SE5,2,"Wave5, Wave6",se5 Education | SE5 EDUCATION
SE6,2,"Wave5, Wave6",se6 Religion | SE6 Religion
SE7,2,"Wave5, Wave6",se7 Religiosity | SE7 RELIGIOSITY: About how often do you practice religious services or rituals these days?
SE9,2,"Wave5, Wave6",se9 Are you current employed? | SE9 Are you currently employed?
Se10c_3,2,"Wave5, Wave6",se10c_3 Extended application. Elite vs. Mass | SE10c_3 Extended application. Elite vs. Mass
Se10c_4,2,"Wave5, Wave6",se10c_4 Extended application. White vs. blue collar | SE10c_4 Extended application. White vs. blue collar
Se9c_3,2,"Wave5, Wave6",se9c_3 Extended application. Elite vs. Mass | SE9c_3 Extended application. Elite vs. Mass
Se9c_4,2,"Wave5, Wave6",se9c_4 Extended application. White vs. blue collar | SE9c_4 Extended application. White vs. blue collar
fgnum,2,"Wave1, Wave2",number of formal group | Number of formal group
ir1,2,"Wave3, Wave4",IR1. Interviewer's number | ir1 Interviewer's number
ir10,2,"Wave3, Wave4",IR10. Language in which interview was conducted | ir10 Language in which interview was conducted
ir11a,2,"Wave3, Wave4",IR11a. What is the condition of the road leading to interviewee's residence? | ir11a What is the condition of the road leading to interviewee's residence?
ir11b,2,"Wave3, Wave4",IR11b. Please identify the main source of drinking water in the household? | ir11b Is there tape water in the household?
ir11c,2,"Wave3, Wave4",IR11c. Is electricity the main source of lighting in the house? | ir11c Is electricity the main source of lighting in the house?
ir11d,2,"Wave3, Wave4","IR11d. In terms of walking distance, how far is it between the nearest public transportation stop (bus, train, ferry, tram, etc) and the respondent's house? | ir11d Is this neighborhood covered by mobil phone network?"
ir12,2,"Wave3, Wave4","IR12. Were the following services present within the neighborhood (i.e., within walking or easy driving distance).Estimate the distance of these services by: | ir12 Were the following services present within the neighborhood, estimate the distance of services by .."
ir12e,2,"Wave3, Wave4",IR12e. Health clinic | ir12e. Health clinic
ir12f,2,"Wave3, Wave4",IR12f. Signal for cellular phone | ir12f. Signal for cellular phone
ir12g,2,"Wave3, Wave4","IR12g. Recreational facilities, e.g., a sports field | ir12g. Recreational facilities, e.g., a sports field"
ir12h,2,"Wave3, Wave4","IR12h. Any churches, mosques, temples or other public places of worship | ir12h. Any churches, mosques, temples or other public places of worship"
ir12i,2,"Wave3, Wave4",IR12i. Any town halls or community buildings that can be used for meetings | ir12i. Any town halls or community buildings that can be used for meetings
ir13,2,"Wave3, Wave4",IR13. Which of the following levels within the country the respondent live? | ir13 Which of the following levels within the country the respondent live?
ir2c,2,"Wave3, Wave4",IR2c. What kind of language do you normally use at home?[Country-specific] | ir2c What kind of language do you normally use at home?
ir3a,2,"Wave3, Wave4",Who were they? (Multiple answers allowed) | ir3a Who were they?
q119_1,2,"Wave2, Wave3",119_1 Personally witnessed
q119_2,2,"Wave2, Wave3",119_2 Told about it by family member
q119_3,2,"Wave2, Wave3",119_3 Told about it by friend
q143a,2,"Wave3, Wave6","Harmony of the community | 143aWhen there is a public health challenge like the coronavirus, is it justifiable for the government to postpone elections?"
q147a,2,"Wave1, Wave3",A political leader should not tolerate the views of those who challenge his political ideals | chaotic
q156_1,2,"Wave5, Wave6",156_1 Our country should do more to learn from other countries(q156+q156a)
q156a,2,"Wave5, Wave6",156a Do you strongly agree or just agree with the chosen statement?
q157_1,2,"Wave5, Wave6",157_1 Our country should do more trade with other countries(q157+q157a)
q160a,2,"Wave5, Wave6",160a It is the responsibility of the government to narrow the gap between the rich and the poor | 160a Narrow the gap between the rich and the poor
q160b,2,"Wave5, Wave6",160b It is the responsibility of the government to make sure that everyone has affordable housing | 160b Make sure that everyone has affordable housing
q160c,2,"Wave5, Wave6",160c It is the responsibility of the government to make sure that everyone has access to basic medical care | 160c Make sure that everyone has access to basic medical care
q160d,2,"Wave5, Wave6",160d It is the responsibility of the government to make sure that basic necessitities such as food and shelters are provided for everyone | 160d Make sure that basic necessities such as food and shelters are provided for everyone
q172,2,"Wave4, Wave5",172 How close do you feel to ASEAN? (ASEAN countries only) | 172 Democracy negatively affects social and ethical values in our country
q173,2,"Wave5, Wave6","173 As long as a government can solve our country's economic problem, it does not matter if it is democratic or not democratic | 173 Which country has the most influence in Asia?"
q174,2,"Wave5, Wave6",174 Which country has the most influence in Asia? | 174 Does USA do more good or harm to the Asia?
q175,2,"Wave5, Wave6","175 Does the United States do more good or harm to Asia? | 175 Generally speaking, the influence the United States today has on world affairs is?"
q176,2,"Wave5, Wave6",176 The influence of the U.S. on world affairs today is negative or positive? | 176 Does China do more good or harm to the Asia?
q177,2,"Wave5, Wave6","177  Does China do more good or harm to Asia? | 177 Generally speaking, the influence China today has on world affairs is?"
q178,2,"Wave5, Wave6","178 The infulece of China on world affairs today is negative or positive? | 178 Generally speaking, the influence the E.U. today has on world affairs is?"
q179,2,"Wave5, Wave6","179 In ten years, which country will have the most influence in Asia? | 179  In ten years, which country will have the most influence in Asia?"
q180,2,"Wave5, Wave6",180 Which country should be a model for our own country's future development?
q181,2,"Wave5, Wave6",181 How much influence does China have on our country?
q182,2,"Wave5, Wave6","182 General speaking, the influence China has on our country is? | 182 Generally speaking, the influence China has on our country is?"
q183,2,"Wave5, Wave6",183 How much influence does the United States have on our country? | 183 How much influence does USA have on our country?
q184,2,"Wave5, Wave6","184 General speaking, the influence the United States has on our country is? | 184 General speaking, the influence USA has on our country is?"
q185,2,"Wave5, Wave6",185 Which aspect about the Asian power's influence and impact you have in mind when answering the above questions? | 185 Which aspect of the major power’s influence and impact you have in mind when answering the above questions?
q186,2,"Wave5, Wave6",186 How close do you feel to ASEAN?(ASEAN countries only)? | 186 How close do you feel to ASEAN? (ASEAN countries only)
q51,2,"Wave3, Wave4","q51. In a group, we should sacrifice our individual interest for the sake of the group's collective interest. | 51. How often do you use the Internet or social media networks to find information about politics and government?"
q51a,2,"Wave2, Wave5",From Q51 Which is most important | 51a You use social media primarily to connect with other people
q74a,2,"Wave3, Wave4",q74a. Do you strongly agree or just agree with the chosen statement? | 74a Whether you personally have ever got together with others to try to resolve local problems-4 categories
q75a,2,"Wave3, Wave4",q75a. Do you strongly agree or just agree with the chosen statement? | 75a Got together with others to raise an issue or sign a petition-4 categories
q76a,2,"Wave3, Wave4",q76a. Do you strongly agree or just agree with the chosen statement? | 76a Attended a demonstration or protest march-4 categories
q77a,2,"Wave3, Wave4",q77a. Do you strongly agree or just agree with the chosen statement? | 77a Used force or violence for a political cause-4 categories
q79a,2,"Wave3, Wave4",q79a. Do you strongly agree or just agree with the chosen statement? | 79a. Do you strongly agree or just agree with the chosen statement?
q82a,2,"Wave4, Wave5",82a. Do you strongly agree or just agree with the chosen statement? | 82a Do you strongly agree or just agree with the chosen statement?
se10,2,"Wave3, Wave4",SE10. Are you the main earner in your household?(Chief wage earner)<Optional> | se10.  Are you the main earner in your household?
se10_1,2,"Wave3, Wave4",SE10_1. Is the main earner in your household currently employed? | se10_1 Is the main earner in your household currently employed?
se12,2,"Wave3, Wave4",SE12. SUBJECTIVE SOCIAL STATUS | se12 Where would you place your family on the following scale? -10 scales
se12a,2,"Wave2, Wave4",Main Occupation | se12 Where would you place your family on the following scale? -5 scales
se13,2,"Wave2, Wave3",Subjective Social Status | SE13. HOUSEHOLD INCOME
se13a,2,"Wave3, Wave4",SE13a. Does the total income of your household allow you to satisfactorily cover your needs? | se13a Where would you put yourself on this staircase?
se14a,2,"Wave3, Wave4",SE14a. Car/Jeep/Van | se14a Does the total income of your household allow you to satisfactorily cover your needs?
se15a_1,2,"Wave4, Wave5",se15a_1 How many? | Se15a_1 How many?
se15n_1,2,"Wave4, Wave5",se15n_1 How many | Se15n_1 How many?
se15o_1,2,"Wave4, Wave5",se15o_1 How many? | Se15o_1 How many?
se3a,2,"Wave2, Wave3",Age | SE3a.ACTUAL AGE
se8c,2,"Wave3, Wave4","Actual count(INCLUDE servants, transients/boarders) | se8c INCLUDE servants, transients/boarders"
se8d,2,"Wave3, Wave4","Actual count(EXCLUDE servants, transients/boarders) | se8d EXCLUDE servants, transients/boarders"
se9b,2,"Wave3, Wave4",SE9b. How many people does your business employ? | se9b How many people does your business employ?
se9c,2,"Wave3, Wave4",SE9c. What is your job title and job description?<The code number of ISCO> | se9c What is your job title (ISCO code)
se9d,2,"Wave3, Wave4",SE9d. Are you currently seeking employment? | se9d Are you currently seeking employment?
se9e,2,"Wave3, Wave4",SE9e. What is your current status? | se9e What is your current status?
w,2,"Wave4, Wave5",Individual country weight | Weight factor
w_all,2,"Wave1, Wave2",
ACTUAL_COUNT_EXCLUDE,1,Wave6,"ACTUAL COUNT (EXCLUDE servants, transients/boarders)"
ACTUAL_COUNT_INCLUDE,1,Wave6,"ACTUAL COUNT (INCLUDE servants, transients/boarders)"
IDNUMBER,1,Wave6,case number
IDnumber,1,Wave5,case number
IR1,1,Wave6,IR1 Interviewer's number__________ (a three-digit code)
IR11E,1,Wave5,"ir11e In terms of walking distance, how far is it between the nearest public transportation stop (bus, train, ferry, tram, etc.) and the respondent's house?"
IR11e,1,Wave6,"IR11e In terms of walking distance, how far is it between the nearest public transportation stop (bus, train, ferry, tram, etc.) and the respondent's house?"
IR12A,1,Wave5,ir12a. Post-office
IR12B,1,Wave5,ir12b. School
IR12C,1,Wave5,ir12c. Police station
IR12D,1,Wave5,ir12d. Sewerage system that most houses could access
IR12E,1,Wave5,ir12e. Health clinic
IR12F,1,Wave5,ir12f. Signal for cellular phone
IR12G,1,Wave5,"ir12g. Recreational facilities, e.g., a sports field"
IR12H,1,Wave5,"ir12h. Any churches, mosques, temples or other public places of worship"
IR12I,1,Wave5,ir12i. Any town halls or community buildings that can be used for meetings
IR12K,1,Wave5,ir12K. Market stalls (selling groceries and/or clothing)
IR12a,1,Wave6,IR12a Post-office
IR12b,1,Wave6,IR12b School
IR12c,1,Wave6,IR12c Police station
IR12d,1,Wave6,IR12d Sewerage system that most houses could access
IR12e,1,Wave6,IR12e Health clinic
IR12f,1,Wave6,IR12f Signal for cellular phone
IR12g,1,Wave6,"IR12g Recreational facilities, e.g., a sports field"
IR12h,1,Wave6,"IR12h Any churches, mosques, temples or other public places of worship"
IR12i,1,Wave6,IR12i Any town halls or community buildings that can be used for meetings
IR12k,1,Wave6,IR12k Market stalls (selling groceries and/or clothing)
IR2,1,Wave6,IR2 Is this the first questionnaire you have completed?
IR2a,1,Wave6,IR2a Interviewer's gender
IR2b,1,Wave6,IR2b Interviewer's Age____
IR2c_other,1,Wave6,IR2c_other
IR3a_6,1,Wave5,ir3a_6 Others
IR3a_6_other,1,Wave6,IR3a_6_other
IR3a_6_other_clarify,1,Wave6,IR3a_other_clarify
Ir1,1,Wave5,ir1 Interviewer's number
Ir2,1,Wave5,ir2 Is this the first questionnaire you have completed?
Ir2A,1,Wave5,ir2a Interviewer's gender
Ir2B,1,Wave5,ir2b Interviewer's Age
LEVEL,1,Wave6,Rural or urban
Level,1,Wave5,Rural or urban
MONTH,1,Wave6,Interview month
Month,1,Wave5,Interview month
Q106c,1,Wave5,"106c:(India only) In your opinion, what are the most important problems facing this country that government should address? (1st response)"
Q106d,1,Wave5,"106d:(India only) In your opinion, what are the most important problems facing this country that government should address? (2nd response)"
Q106e,1,Wave5,"106e:(India only) In your opinion, what are the most important problems facing this country that government should address? (3rd response)"
REGION,1,Wave6,Region
Region,1,Wave5,Region
SE10A,1,Wave5,"se10a Is he or she curently self-employed, working in family business or working for an outside employer?"
SE10B,1,Wave5,se10b How many people does his or her business employ?
SE10C,1,Wave5,se10c What is his/her job title (ISCO code)
SE10D,1,Wave5,se10d Is he or she currently seeking employment?
SE10E,1,Wave5,se10e What is his or her current status?
SE10a,1,Wave6,"SE10a Is he or she currently self-employed, working in a family business, or working for an outside employer?"
SE10b,1,Wave6,SE10b How many people do his or her business employ?
SE10c,1,Wave6,SE10c Here is a list of different types of jobs. Which type of job does he/she have now?
SE10d,1,Wave6,SE10d Is he or she currently seeking employment?
SE10e,1,Wave6,SE10e What is his or her current status?
SE10eother,1,Wave6,SE10eother
SE11,1,Wave6,SE11 What language do you speak the most in the home?
SE11a,1,Wave6,SE11a What is your racial or ethnic background?
SE11aother,1,Wave6,SE11aother
SE13A,1,Wave5,se13a Where would you put yourself on this staircase?
SE13B,1,Wave5,se13b Where would you put your parents on this staircase?
SE13C,1,Wave5,se13c Where do you think your children will be on this staircase?
SE13a,1,Wave6,SE13a Where would you put yourself on the staircase?
SE13b,1,Wave6,SE13b Where would you put your parents on the staircase?
SE13c,1,Wave6,SE13c Where do you think your children will be?
SE14A,1,Wave5,se14a Does the total income of your household allow you to satisactorily cover your needs?
SE14a,1,Wave6,SE14a Does the total income of your household allow you to satisfactorily cover your needs?
SE15A,1,Wave5,Se15a Do you or your fmaily own the following?Car/Jeep/Van
SE15B,1,Wave5,Se15b Tractor
SE15C,1,Wave5,Se15c Color or B/W Television
SE15D,1,Wave5,Se15d Cable Televsion
SE15E,1,Wave5,Se15e Scooter/Motorcycle/Moped
SE15F,1,Wave5,Se15f Telephone
SE15G,1,Wave5,Se15g Mobile Telephone
SE15H,1,Wave5,Se15h Electric fan/cooler
SE15I,1,Wave5,Se15i Bicycle
SE15J,1,Wave5,Se15j Radio/transistor
SE15K,1,Wave5,Se15k Pumping set
SE15L,1,Wave5,Se15l Fridge
SE15M,1,Wave5,Se15m Camera
SE15N,1,Wave5,Se15n Goats/Sheep
SE15O,1,Wave5,Se15o Cows/Buffalo
SE15a,1,Wave6,SE15a Do you or your family own the following: Car/Jeep/Van?<optional>
SE15a_1,1,Wave6,SE15a_1 How many?<optional>
SE15b,1,Wave6,SE15b Tractor<optional>
SE15c,1,Wave6,SE15c Color or B/W Television (Non-Cable)<optional>
SE15d,1,Wave6,SE15d Cable Television<optional>
SE15e,1,Wave6,SE15e Scooter/Motorcycle/Moped<optional>
SE15f,1,Wave6,SE15f Telephone (Landline)<optional>
SE15g,1,Wave6,SE15g Mobile Telephone<optional>
SE15h,1,Wave6,SE15h Electric Fan/Cooler<optional>
SE15i,1,Wave6,SE15i Bicycle<optional>
SE15j,1,Wave6,SE15j Radio/Transistor<optional>
SE15k,1,Wave6,SE15k Pumping Set<optional>
SE15l,1,Wave6,SE15l Fridge<optional>
SE15m,1,Wave6,SE15m Camera<optional>
SE15n,1,Wave6,SE15n Goats/Sheep<optional>
SE15n_1,1,Wave6,SE15n_1 How many?<optional>
SE15o,1,Wave6,SE15o Cows/Buffalo<optional>
SE15o_1,1,Wave6,SE15o_1 How many?<optional>
SE15p,1,Wave6,SE15p Internet Connection at home<optional>
SE15q,1,Wave6,SE15q Boat<optional>
SE15q_1,1,Wave6,SE15q_1 How many?<optional>
SE5A,1,Wave5,se5a How many year of formal education you have received?
SE5a,1,Wave6,SE5a How many years of formal education you have received?
SE6other,1,Wave6,SE6. Other specify responses
SE7A,1,Wave5,"se7a Would you describe yourself as very religious, moderately religious, lightly religious, not religious at all?"
SE7a,1,Wave6,SE7a How would you describe yourself?
SE8A,1,Wave5,se8a How many people live in this household?
SE8B,1,Wave5,se8b How many generations of family members live in this household?
SE8a,1,Wave6,SE8a How many people live in this household?
SE8b,1,Wave6,SE8b How many generations of family members live in this household?
SE9A,1,Wave5,"se9a Are you current self-employed, working in a family business or an outside employer?"
SE9B,1,Wave5,se9b How many people does your business employ?
SE9C,1,Wave5,se9c What is your job title (ISCO code)
SE9D,1,Wave5,se9d Are you currently seeking employment?
SE9E,1,Wave5,se9e What is your current status?
SE9a,1,Wave6,SE9a Are you currently self-employed?
SE9b,1,Wave6,SE9b How many people does your business employ?
SE9c,1,Wave6,SE9c Here is a list of different types of jobs. Which type of job do you have now?
SE9d,1,Wave6,SE9d Are you currently seeking employment?
SE9e,1,Wave6,SE9e What is your current status?
SE9eother,1,Wave6,SE9e. Other specify responses
Se10c_2,1,Wave5,se10c_2 What is his/her job title (EGP class)
Se11,1,Wave5,se11 What language do you speak the most in the home?
Se11a,1,Wave5,se11a What is your racial or ethnic background?
Se9c_2,1,Wave5,se9c_2 What is your job title (EGP class)
W,1,Wave6,weight_factor
YEAR,1,Wave6,Interview year
Year,1,Wave5,Interview year
allweight,1,Wave3,individual country weight
couweight,1,Wave3,cross-country weight
fg,1,Wave4,fg. Whether the respondent is a member of formal organization
ir001,1,Wave1,Interviewer_s number
ir002,1,Wave1,Is this the first questionnaire the interviewer have completed?
ir002a,1,Wave1,Interviewer_s gender
ir002b,1,Wave1,Interviewer_s age
ir003,1,Wave1,Presence of others other than the respondent while interviewing
ir004,1,Wave1,Has the respondent ever refused to be interviewed during the whole process?
ir005,1,Wave1,Has the respondent ever felt impatient during the interview?
ir006,1,Wave1,How cooperative was the respondent during the interview?
ir007_1,1,Wave1,date of interview: month
ir007_2,1,Wave1,date of interview: day
ir007_3,1,Wave1,date of interview: year
ir009,1,Wave1,Was the interview conducted with the assisance of an interpreter
ir010a,1,Wave1,What is the condition of the road leading to interview's residence
ir010b,1,Wave1,How do rate the sanitary condition in the public area in the interviewee's nearby neighborhood
ir010c,1,Wave1,Tell us whetherthe interviewee's residence has public water supply
ir010d,1,Wave1,Tell us whetherthe interviewee's residence has electricity
ir010e,1,Wave1,Walking distance between the nearest public transportation stop and the respondent's house
ir11b_2,1,Wave4,ir11b_2 Please identify the main source of drinking water in the household?
ir11e,1,Wave4,"ir11e In terms of walking distance, how far is it between the nearest public transportation stop (bus, train, ferry, tram, etc.) and the respondent's house?"
ir12j,1,Wave4,ir12j. Market stalls (selling groceries and/or clothing)
ir12k,1,Wave3,IR12k. Market stalls (selling groceries and/or clothing)
ir13a,1,Wave2,A.  Post-office
ir13b,1,Wave2,B.  School
ir13d,1,Wave2,D.  Sewerage system that most houses could access
ir13e,1,Wave2,E.  Health clinic
ir13f,1,Wave2,F.  Signal for cellular phone
ir13g,1,Wave2,"G.  Recreational facilities, e.g., a sports field"
ir13h,1,Wave2,"H.  Any churches, mosques, temples or other public places of worship"
ir13i,1,Wave2,I.  Any town halls or community buildings that can be used for meetings
ir13k,1,Wave2,K.  Market stalls (selling groceries and/or clothing)
ir14,1,Wave2,Which of the following levels within the country the respondent live?
ir3a_1,1,Wave2,Spouse
ir3a_1HK,1,Wave3,	Respondent’s spouse
ir3a_2,1,Wave2,Children
ir3a_2HK,1,Wave3,	Children
ir3a_3,1,Wave2,Parents or parents in law
ir3a_3HK,1,Wave3,	Parents or parents-in-law
ir3a_4,1,Wave2,Neighbors/Passers by
ir3a_4HK,1,Wave3,	Neighbors/Passers by
ir3a_5,1,Wave2,Party/Government Official
ir3a_5HK,1,Wave3,	Party/Government Official
ir3a_6,1,Wave2,Others
ir9,1,Wave3,Date of Interview____(month)____(date)_2010_(year)
ir9_1,1,Wave2,Date of interview: month
ir9_2,1,Wave2,Date of interview: day
ir9_3,1,Wave2,Date of interview: year
irII13c,1,Wave2,C.  Police station
level,1,Wave4,Rural or urban
month,1,Wave4,Interview month
pgnum,1,Wave1,number of private group
q001,1,Wave1,How would you rate the overall economic condition of our country today?
q002,1,Wave1,How would you describe the change in the economic condition of our country over the past five years?
q003,1,Wave1,What do you think will be the state of our country's economic condition five years from now?
q004,1,Wave1,"As for your own family, how do you rate your economic situation today?"
q005,1,Wave1,How would you compare the current economic condition of your family with what it was five years ago?
q006,1,Wave1,What do you think the economic situation of your family will be five years from now?
q007,1,Wave1,How much trust do you have in the courts?
q008,1,Wave1,How much trust do you have in the national government?
q009,1,Wave1,How much trust do you have in political parties?
q010,1,Wave1,How much trust do you have in Parliament?
q011,1,Wave1,How much trust do you have in civil service?
q012,1,Wave1,How much trust do you have in the military?
q013,1,Wave1,How much trust do you have in the police?
q014,1,Wave1,How much trust do you have in local government?
q015,1,Wave1,How much trust do you have in newspapers?
q016,1,Wave1,How much trust do you have in television?
q017,1,Wave1,How much trust do you have in the election commission?
q018,1,Wave1,How much trust do you have in non-governmental organizations?
q018_1,1,Wave1,TRUST POLICE STATION
q018_2,1,Wave1,TRUST STATE OWNED ENTERPRISES
q018_3,1,Wave1,TRUST PRIVATE ENTERPRISES
q018_4,1,Wave1,TRUST FOREIGN ENTERPRISES
q018_5,1,Wave1,TRUST OUR COUNTRY
q018_6,1,Wave1,how much trust in radio?
q018_7,1,Wave1,Local MP(q18_1)
q018_8,1,Wave1,The Constitution Court(q18_2)
q018_9,1,Wave1,The Corruption Commission(q18_3)
q022,1,Wave1,How frequently do you participate?
q023,1,Wave1,How often do you discuss politics?
q024,1,Wave1,most people can be trusted??
q025,1,Wave1,I have enough friends and connections so that I can get help if I need it
q026,1,Wave1,"I have some friends with influence, so I don't have to worry too much if I get into a tight spot"
q027,1,Wave1,Have you participated in last election?
q028,1,Wave1,Which party did you vote for?
q029,1,Wave1,Did you attend a campaign meeting or rally?
q030,1,Wave1,Did you try to persuade others to vote for a certain candidate or party?
q031,1,Wave1,Did you do anything else to help or show your support for a party or candidate running in the election?
q032,1,Wave1,Asked to vote for a particular candidate?_FAMILY MEMBER/RELATIVE
q033,1,Wave1,Asked following personally ask you to vote for a particular candidate?_SENIORS IN A CLAN OR EXTENDED FAMILY
q034,1,Wave1,Asked to vote for a particular candidate?_NEIGHBOR/FRIEND
q035,1,Wave1,Asked to vote for a particular candidate?_COMMUNITY LEADERS
q036,1,Wave1,Asked to vote for a particular candidate?_SUPERIOR AT WORK/SCHOOL
q037,1,Wave1,Asked to vote for a particular candidate?_OWNERS OF THE FIRM/UNIT THAT YOU WORK FOR
q038,1,Wave1,Asked to vote for a particularcandidate?_MEMBER/OFFICIAL OF ORGANIZATION THAT YOU BELONG TO
q039,1,Wave1,Asked to vote for a particular candidate?_GOVERNMENT OFFICIAL WHOM YOU KNOW PERSONALLY
q040,1,Wave1,Asked to vote for a particular candidate?_GOVERNMENT OFFICIAL WHOM YOU DON'T KNOW
q041,1,Wave1,Asked to vote for a particular candidate?_CANDIDATE/PARTY ACTIVIST WHOM YOU KNOW PERSONALLY
q042,1,Wave1,Asked to vote for a particular candidate?_CANDIDATE/PARTY ACTIVIST WHOM YOU DONT KNOW
q043,1,Wave1,Asked to vote for a particular candidate?_OTHERS
q044,1,Wave1,Influential_FAMILY MEMBER/RELATIVE
q045,1,Wave1,Influential_SENIORS IN A CLAN OR EXTENDED FAMILY
q046,1,Wave1,Influential_NEIGHBOR/FRIEND
q047,1,Wave1,Influential_COMMUNITY LEADERS
q048,1,Wave1,Influential_SUPERIOR AT WORK/SCHOOL
q049,1,Wave1,Influential_OWNERS OF THE FIRM/UNIT THAT YOU WORK FOR
q050,1,Wave1,Influential_MEMBER/OFFICIAL OF ORGANIZATION THAT YOU BELONG TO
q051,1,Wave1,Influential_GOVERNMENT OFFICIAL WHOM YOU KNOW PERSONALLY
q052,1,Wave1,Influential_GOVERNMENT OFFICIAL WHOM YOU DON'T KNOW
q053,1,Wave1,Influential_CANDIDATE/PARTY ACTIVIST WHOM YOU KNOW PERSONALLY
q054,1,Wave1,Influential_CANDIDATE/PARTY ACTIVIST WHOM YOU DON'T KNOW
q055,1,Wave1,Influential_OTHERS
