variable,suggested_domain,n_waves_present,w1_label,w1_label_present,w2_label,w2_label_present,w3_label,w3_label_present,w4_label,w4_label_present,w5_label,w5_label_present,w6_label,w6_label_present,similar_variables,similarity_scores
q96,NA,5,NA,FALSE,Where would you place our country under the present government?,TRUE,"q96. In your opinion, what are the most important problems facing this country that government should address?",TRUE,96 Where would you expect our country to be ten years from now?,TRUE,96 Rule by one party that represents the interests of all classes,TRUE,96 How satisfied or dissatisfied are you with the current president/government?,TRUE,q100; q100; q95; q95; q099,1; 1; 0.869; 0.869; 0.825
q97,NA,5,NA,FALSE,To what extent would you want our country to be democratic now?,TRUE,q97. How likely is it that the government will solve the most important problem you identified within the next five years? [Read out options],TRUE,97 Whether you think democracy is suitable for our country,TRUE,97 Qualified candidates are pre-selected by religious leaders,TRUE,97 What are the most important problems facing this country that government should address? First,TRUE,q101; q101,1; 1
q98,NA,5,NA,FALSE,Which would you think democracy is suitable for our country?,TRUE,"q98. Now I am going to read to you a list of statements that describe how people often feel about the state of affairs in [country name]. Please tell me whether you strongly agree, somewhat agree, somewhat disagree, or strongly disagree with each of these",TRUE,98 How satisfied or dissatisfied are you with the current government?,TRUE,"98 If you have to choose only one, which of the following you think is the most essential element of a democracy?",TRUE,98 How likely is it that the government will solve the most important problem you identified within the next five years?,TRUE,q103; q103,0.812; 0.812
q99,NA,5,NA,FALSE,How satisfied or dissatisfied are you with the [name of present] government?,TRUE,q99. Political parties or candidates in our country have equal access to the mass media during the election period.,TRUE,99 What are the first most important problems facing this country? 1st,TRUE,"99 On the whole, how satisfied or dissatisfied are you with the way democracy works in our country?",TRUE,99 Citizens are able to remove a government they don't like through elections.,TRUE,q104; q104,0.936; 0.936
q162,NA,4,NA,FALSE,Impression: International Monetary Fund or IMF,TRUE,NA,FALSE,"162 Given the chance, how willing would you be to go and live in another country",TRUE,"162 The following is a hypothetical question: If your family were unfortunate enough to lose its main source of income, how serious would it be for your family?",TRUE,"162 The following is a hypothetical question: If you were unfortunate enough to lose your main source of income, how serious would it be for you and your family?",TRUE,NA,NA
q163,NA,4,NA,FALSE,Impression: World Bank,TRUE,NA,FALSE,163 Which country has the most influence in Asia?,TRUE,"163 Considering all the effort that you and your family members have made in the past, do you think the income that your family currently receives is fair or not fair?",TRUE,"163 Considering all the effort that you and your family members have made in the past, do you think the income that your family currently receives is fair or not fair?",TRUE,q159; q159; q166; q166,0.837; 0.837; 0.811; 0.811
q164,NA,4,NA,FALSE,Impression: United States,TRUE,NA,FALSE,164 Does the United States do more good or harm to the region?,TRUE,"164 As compared to my parent's generation, my generation has more or fewer opportunities to improve one's standard of living or social status?",TRUE,"164 As compared to my parent's generation, my generation has more or fewer opportunities to improve the standard of living or   social status?",TRUE,NA,NA
q165,NA,4,NA,FALSE,Impression: China,TRUE,NA,FALSE,165 Does China do more good or harm to the region?,TRUE,165 Will the next generation have had a better or worse life than our generation?,TRUE,165 Will the next generation have had a better or worse life than our generation?,TRUE,q166; q166,0.849; 0.849
q166,NA,4,NA,FALSE,Impression: Japan,TRUE,NA,FALSE,"166 In ten years, which country will have the most influence in Asia?",TRUE,166 How proud are you to be a citizen of the country?,TRUE,166 How proud are you to be a citizen of (COUNTRY)? Are you...,TRUE,q165; q165; q163; q163,0.849; 0.849; 0.811; 0.811
q21,NA,4,NA,FALSE,NA,FALSE,q21. Second Organization,TRUE,21. Name of the organization you belong to. Second,TRUE,21  Which organization you participate most actively in the last 12 months?,TRUE,21 Which organization you participate most actively in the last 12 months?',TRUE,q20_2; q20_2,1; 1
q22,NA,4,NA,FALSE,NA,FALSE,q22. Third Organization,TRUE,22. Name of the organization that you belong to. Third,TRUE,"22 Would you say that ""Most people can be trusted"" or ""that you must be very careful in dealing with people""?",TRUE,22 Would you say that 'Most people can be trusted' or 'that you must be very careful in dealing with people'?,TRUE,q20_3; q20_3; q20_1; q20_1,1; 1; 0.895; 0.895
q52,NA,4,NA,FALSE,"When you get together with your family members or friends, how often do you discuss political matters?",TRUE,"q52. For the sake of national interest, individual interest could be sacrificed.",TRUE,52. How often do you use the Internet or social media networks to express your opinion about politics and government?,TRUE,52 Which one is the most important channel for you to find information about politics and government?,TRUE,NA,FALSE,NA,NA
q91,NA,4,NA,FALSE,NA,FALSE,q91. Here is a scale: 1 means completely undemocratic and 10 means completely democratic. Where would you place our country under the present government?,TRUE,91. which one would you choose as the most essential characteristics of a democracy?,TRUE,91 The courts protects the ordinary people from the abuse of government power,TRUE,91 In your opinion how much of a democracy is our country?,TRUE,NA,NA
q157a,NA,3,NA,FALSE,NA,FALSE,q157a. Does China do more good or harm to the region?,TRUE,NA,FALSE,157a Do you strongly agree or just agree with the chosen statement?,TRUE,157a Do you strongly agree or just agree with the chosen statement?,TRUE,NA,NA
q160,NA,3,NA,FALSE,Impression: The European Community or European Union,TRUE,q160. How much influence does China have on our country?,TRUE,"160 As compared to my parent's generation, my generation has more or fewer opportunities to improve one's standard of living or social status?",TRUE,NA,FALSE,NA,FALSE,q156; q156,0.806; 0.806
q167,NA,3,NA,FALSE,NA,FALSE,NA,FALSE,167 Which country should be a model for our own country's future development?,TRUE,"167 Given the chance, how willing would you be to go and live in another country?",TRUE,"167 Given the chance, how willing would you be to go and live in another country?",TRUE,q180; q180,1; 1
q168,NA,3,NA,FALSE,NA,FALSE,NA,FALSE,168 How much influence does China have on our country?,TRUE,"168 Under a democratic system, the country endures poor economic performance",TRUE,"168 In order to solve the country’s urgent problems, a leader can govern the country by decrees and disregard the parliament if necessary",TRUE,q181; q181; q170; q183; q170,1; 1; 0.849; 0.849; 0.849
q169,NA,3,NA,FALSE,NA,FALSE,NA,FALSE,"169 General speaking, the influence China has on our country is?",TRUE,169 Democratic regimes are indecisive and full of problems,TRUE,"169 As long as a government can solve our country’s economic problem, it does not matter if the government holds regular elections or not",TRUE,q182; q182; q171; q184; q171,1; 1; 0.868; 0.868; 0.868
q170,NA,3,NA,FALSE,NA,FALSE,NA,FALSE,170 How much influence does the United States have on our country?,TRUE,170 Democratic systems are not effective at maintaining order and stability,TRUE,170This country needs a leader who can break the rules if necessary to get things done,TRUE,q183; q183; q168; q168; q181,1; 1; 0.849; 0.849; 0.849
q171,NA,3,NA,FALSE,NA,FALSE,NA,FALSE,"171 General speaking, the influence the United States has on our country is?",TRUE,171 The citizens in our country are not prepared for a democratic system,TRUE,"171 As long as the government can maintain order and stability in the country, it does not matter whether it is democratic or undemocratic",TRUE,q184; q184; q169; q169; q182,1; 1; 0.868; 0.868; 0.868
q34a,NA,3,NA,FALSE,NA,FALSE,NA,FALSE,34a Did the respondent vote for the winning or losing camp?,TRUE,34a Did the respondent vote for the winning or losing camp?,TRUE,34a Did the respondent vote for the winning or losing camp?,TRUE,NA,NA
q119_1,NA,2,NA,FALSE,119_1 Personally witnessed,TRUE,119_1 Personally witnessed,TRUE,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA
q119_2,NA,2,NA,FALSE,119_2 Told about it by family member,TRUE,119_2 Told about it by family member,TRUE,NA,FALSE,NA,FALSE,NA,FALSE,q119_3; q119_3,0.833; 0.833
q119_3,NA,2,NA,FALSE,119_3 Told about it by friend,TRUE,119_3 Told about it by friend,TRUE,NA,FALSE,NA,FALSE,NA,FALSE,q119_2; q119_2,0.833; 0.833
q143a,NA,2,NA,FALSE,NA,FALSE,Harmony of the community,TRUE,NA,FALSE,NA,FALSE,"143aWhen there is a public health challenge like the coronavirus, is it justifiable for the government to postpone elections?",TRUE,NA,NA
q156_1,NA,2,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,156_1 Our country should do more to learn from other countries(q156+q156a),TRUE,156_1 Our country should do more to learn from other countries(q156+q156a),TRUE,q157_1; q157_1,0.851; 0.851
q156a,NA,2,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,156a Do you strongly agree or just agree with the chosen statement?,TRUE,156a Do you strongly agree or just agree with the chosen statement?,TRUE,q74a; q75a; q76a; q77a; q78a,1; 1; 1; 1; 1
q157_1,NA,2,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,157_1 Our country should do more trade with other countries(q157+q157a),TRUE,157_1 Our country should do more trade with other countries(q157+q157a),TRUE,q156_1; q156_1,0.851; 0.851
q160a,NA,2,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,160a It is the responsibility of the government to narrow the gap between the rich and the poor,TRUE,160a Narrow the gap between the rich and the poor,TRUE,NA,NA
q160b,NA,2,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,160b It is the responsibility of the government to make sure that everyone has affordable housing,TRUE,160b Make sure that everyone has affordable housing,TRUE,q160c; q160c,0.858; 0.858
q160c,NA,2,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,160c It is the responsibility of the government to make sure that everyone has access to basic medical care,TRUE,160c Make sure that everyone has access to basic medical care,TRUE,q160b; q160b; q160d; q160d,0.858; 0.858; 0.843; 0.843
q160d,NA,2,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,160d It is the responsibility of the government to make sure that basic necessitities such as food and shelters are provided for everyone,TRUE,160d Make sure that basic necessities such as food and shelters are provided for everyone,TRUE,q160c; q160c,0.843; 0.843
q172,NA,2,NA,FALSE,NA,FALSE,NA,FALSE,172 How close do you feel to ASEAN? (ASEAN countries only),TRUE,172 Democracy negatively affects social and ethical values in our country,TRUE,NA,FALSE,q186; q186; q55; q55,1; 1; 0.804; 0.804
q173,NA,2,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,"173 As long as a government can solve our country's economic problem, it does not matter if it is democratic or not democratic",TRUE,173 Which country has the most influence in Asia?,TRUE,NA,NA
q174,NA,2,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,174 Which country has the most influence in Asia?,TRUE,174 Does USA do more good or harm to the Asia?,TRUE,NA,NA
q175,NA,2,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,175 Does the United States do more good or harm to Asia?,TRUE,"175 Generally speaking, the influence the United States today has on world affairs is?",TRUE,NA,NA
q176,NA,2,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,176 The influence of the U.S. on world affairs today is negative or positive?,TRUE,176 Does China do more good or harm to the Asia?,TRUE,q178; q178,0.821; 0.821
q177,NA,2,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,177  Does China do more good or harm to Asia?,TRUE,"177 Generally speaking, the influence China today has on world affairs is?",TRUE,NA,NA
q178,NA,2,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,178 The infulece of China on world affairs today is negative or positive?,TRUE,"178 Generally speaking, the influence the E.U. today has on world affairs is?",TRUE,q176; q176,0.821; 0.821
q179,NA,2,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,"179 In ten years, which country will have the most influence in Asia?",TRUE,"179  In ten years, which country will have the most influence in Asia?",TRUE,NA,NA
q180,NA,2,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,180 Which country should be a model for our own country's future development?,TRUE,180 Which country should be a model for our own country's future development?,TRUE,q167; q167,1; 1
q181,NA,2,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,181 How much influence does China have on our country?,TRUE,181 How much influence does China have on our country?,TRUE,q168; q168; q170; q170; q183,1; 1; 0.849; 0.849; 0.849
q182,NA,2,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,"182 General speaking, the influence China has on our country is?",TRUE,"182 Generally speaking, the influence China has on our country is?",TRUE,q169; q169; q171; q171; q184,1; 1; 0.868; 0.868; 0.868
q183,NA,2,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,183 How much influence does the United States have on our country?,TRUE,183 How much influence does USA have on our country?,TRUE,q170; q170; q168; q181; q168,1; 1; 0.849; 0.849; 0.849
q184,NA,2,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,"184 General speaking, the influence the United States has on our country is?",TRUE,"184 General speaking, the influence USA has on our country is?",TRUE,q171; q171; q169; q182; q169,1; 1; 0.868; 0.868; 0.868
q185,NA,2,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,185 Which aspect about the Asian power's influence and impact you have in mind when answering the above questions?,TRUE,185 Which aspect of the major power’s influence and impact you have in mind when answering the above questions?,TRUE,NA,NA
q186,NA,2,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,186 How close do you feel to ASEAN?(ASEAN countries only)?,TRUE,186 How close do you feel to ASEAN? (ASEAN countries only),TRUE,q172; q172; q55; q55,1; 1; 0.804; 0.804
q51,NA,2,NA,FALSE,NA,FALSE,"q51. In a group, we should sacrifice our individual interest for the sake of the group's collective interest.",TRUE,51. How often do you use the Internet or social media networks to find information about politics and government?,TRUE,NA,FALSE,NA,FALSE,NA,NA
q51a,NA,2,NA,FALSE,From Q51 Which is most important,TRUE,NA,FALSE,NA,FALSE,51a You use social media primarily to connect with other people,TRUE,NA,FALSE,NA,NA
q74a,NA,2,NA,FALSE,NA,FALSE,q74a. Do you strongly agree or just agree with the chosen statement?,TRUE,74a Whether you personally have ever got together with others to try to resolve local problems-4 categories,TRUE,NA,FALSE,NA,FALSE,q156a; q156a; q75a; q76a; q77a,1; 1; 1; 1; 1
q75a,NA,2,NA,FALSE,NA,FALSE,q75a. Do you strongly agree or just agree with the chosen statement?,TRUE,75a Got together with others to raise an issue or sign a petition-4 categories,TRUE,NA,FALSE,NA,FALSE,q156a; q74a; q156a; q74a; q76a,1; 1; 1; 1; 1
q76a,NA,2,NA,FALSE,NA,FALSE,q76a. Do you strongly agree or just agree with the chosen statement?,TRUE,76a Attended a demonstration or protest march-4 categories,TRUE,NA,FALSE,NA,FALSE,q156a; q74a; q75a; q156a; q74a,1; 1; 1; 1; 1
q77a,NA,2,NA,FALSE,NA,FALSE,q77a. Do you strongly agree or just agree with the chosen statement?,TRUE,77a Used force or violence for a political cause-4 categories,TRUE,NA,FALSE,NA,FALSE,q156a; q74a; q75a; q76a; q156a,1; 1; 1; 1; 1
q79a,NA,2,NA,FALSE,NA,FALSE,q79a. Do you strongly agree or just agree with the chosen statement?,TRUE,79a. Do you strongly agree or just agree with the chosen statement?,TRUE,NA,FALSE,NA,FALSE,q156a; q74a; q75a; q76a; q77a,1; 1; 1; 1; 1
q82a,NA,2,NA,FALSE,NA,FALSE,NA,FALSE,82a. Do you strongly agree or just agree with the chosen statement?,TRUE,82a Do you strongly agree or just agree with the chosen statement?,TRUE,NA,FALSE,q156a; q74a; q75a; q76a; q77a,1; 1; 1; 1; 1
