concept,domain,description,w1_var,w1_scale,w2_var,w2_scale,w3_var,w3_scale,w4_var,w4_scale,w5_var,w5_scale,w6_var,w6_scale,harmonized_name,harmonize_to,reverse_waves,notes,source,w1_label
leaders_elected_vs_virtue,governance,Leaders chosen by election vs by virtue/capability,NA,NA,NA,NA,NA,NA,NA,NA,q85,binary_choice,NA,NA,NA,NA,NA,W5 q85 is leader selection binary choice,w5_verification,NA
demchar_courts_protect,democracy,Courts protect from govt abuse (essential for democracy),NA,NA,NA,NA,NA,NA,NA,NA,q91,10pt_1low,NA,NA,NA,NA,NA,W5 q91 is courts protect (1=not essential to 10=essential),w5_verification,NA
demchar_clean_politics,democracy,Politics clean and free of corruption (essential),NA,NA,NA,NA,NA,NA,NA,NA,q92,10pt_1low,NA,NA,NA,NA,NA,W5 q92 is clean politics (10pt essential scale),w5_verification,NA
demchar_protest_freedom,democracy,Freedom to protest (essential for democracy),NA,NA,NA,NA,NA,NA,NA,NA,q93,10pt_1low,NA,NA,NA,NA,NA,W5 q93 is protest freedom (10pt essential scale),w5_verification,NA
demchar_religious_authority,democracy,Govt consults religious authorities (essential),NA,NA,NA,NA,NA,NA,NA,NA,q94,10pt_1low,NA,NA,NA,NA,NA,W5 q94 is religious authority (10pt essential scale),w5_verification,NA
demchar_leader_wisdom,democracy,Leaders rule by wisdom not preferences (essential),NA,NA,NA,NA,NA,NA,NA,NA,q95,10pt_1low,NA,NA,NA,NA,NA,W5 q95 is leader wisdom (10pt essential scale),w5_verification,NA
demchar_one_party,democracy,One party represents all classes (essential),NA,NA,NA,NA,NA,NA,NA,NA,q96,10pt_1low,NA,NA,NA,NA,NA,W5 q96 is one party (10pt essential scale),w5_verification,NA
demchar_religious_leaders,democracy,Religious leaders pre-select candidates (essential),NA,NA,NA,NA,NA,NA,NA,NA,q97,10pt_1low,NA,NA,NA,NA,NA,W5 q97 is religious selection (10pt essential scale),w5_verification,NA
democracy_essential_choice,democracy,Most essential element of democracy (forced choice),NA,NA,NA,NA,NA,NA,NA,NA,q98,4opt,NA,NA,NA,NA,NA,W5 q98 is forced choice between 4 democracy elements,w5_verification,NA
socialmedia_connect_w5,internet,Use social media to connect with people (W5),NA,NA,NA,NA,NA,NA,NA,NA,q51a,binary_1yes,NA,NA,NA,NA,NA,W5 q51a is social media for connecting (binary),w5_verification,NA
socialmedia_politics_w5,internet,Use social media for political opinions (W5),NA,NA,NA,NA,NA,NA,NA,NA,q51b,binary_1yes,NA,NA,NA,NA,NA,W5 q51b is social media for politics (binary),w5_verification,NA
socialmedia_share_w5,internet,Use social media to share news/info (W5),NA,NA,NA,NA,NA,NA,NA,NA,q51c,binary_1yes,NA,NA,NA,NA,NA,W5 q51c is social media for sharing (binary),w5_verification,NA
emergency_powers_covid,covid,Justify emergency powers for COVID pandemic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,q172a,4pt_1justified,NA,NA,NA,W6 q172a. 1=very justified to 4=not at all,w6_verification,NA
emergency_powers_economic,covid,Justify emergency powers for economic crisis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,q172b,4pt_1justified,NA,NA,NA,W6 q172b. Economic crisis justification,w6_verification,NA
emergency_powers_corruption,covid,Justify emergency powers to reduce corruption,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,q172c,4pt_1justified,NA,NA,NA,W6 q172c. Corruption justification,w6_verification,NA
emergency_powers_security,covid,Justify emergency powers for security crisis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,q172d,4pt_1justified,NA,NA,NA,W6 q172d. Security/terrorism justification,w6_verification,NA
emergency_powers_war,covid,Justify emergency powers when at war,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,q172e,4pt_1justified,NA,NA,NA,W6 q172e. War justification,w6_verification,NA
access_roads,governance,How easy to obtain roads in good condition,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,q39,4pt_1easy,NA,NA,NA,W6 q39. 1=very easy to 4=very difficult,w6_verification,NA
access_water,governance,How easy to obtain running water,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,q40,4pt_1easy,NA,NA,NA,W6 q40. 1=very easy to 4=very difficult,w6_verification,NA
access_transport,governance,How easy to obtain public transportation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,q41,4pt_1easy,NA,NA,NA,W6 q41. 1=very easy to 4=very difficult,w6_verification,NA
access_healthcare,governance,How easy to obtain healthcare,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,q42,4pt_1easy,NA,NA,NA,W6 q42. 1=very easy to 4=very difficult,w6_verification,NA
access_police,governance,How easy to obtain help from police,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,q43,4pt_1easy,NA,NA,NA,W6 q43. 1=very easy to 4=very difficult,w6_verification,NA
access_internet,governance,How easy to obtain internet access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,q44,4pt_1easy,NA,NA,NA,W6 q44. 1=very easy to 4=very difficult,w6_verification,NA
access_childcare,governance,How easy to obtain childcare,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,q45,4pt_1easy,NA,NA,NA,W6 q45. 1=very easy to 4=very difficult,w6_verification,NA
socialmedia_facebook,internet,Actively use Facebook,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,q51a_Facebook,binary_1yes,NA,NA,NA,W6 q51a. Binary yes/no,w6_verification,NA
socialmedia_twitter,internet,Actively use Twitter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,q51b_Twitter,binary_1yes,NA,NA,NA,W6 q51b. Binary yes/no,w6_verification,NA
socialmedia_instagram,internet,Actively use Instagram,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,q51c_Instagram,binary_1yes,NA,NA,NA,W6 q51c. Binary yes/no,w6_verification,NA
socialmedia_youtube,internet,Actively use YouTube,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,q51d_Youtube,binary_1yes,NA,NA,NA,W6 q51d. Binary yes/no,w6_verification,NA
socialmedia_tiktok,internet,Actively use TikTok,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,q51e_Tiktok,binary_1yes,NA,NA,NA,W6 q51e. Binary yes/no,w6_verification,NA
socialmedia_messenger,internet,Actively use Messenger,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,q51f_Messenger,binary_1yes,NA,NA,NA,W6 q51f. Binary yes/no,w6_verification,NA
socialmedia_telegram,internet,Actively use Telegram,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,q51g_Telegram,binary_1yes,NA,NA,NA,W6 q51g. Binary yes/no,w6_verification,NA
socialmedia_line,internet,Actively use Line,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,q51h_Line,binary_1yes,NA,NA,NA,W6 q51h. Binary yes/no,w6_verification,NA
socialmedia_whatsapp,internet,Actively use WhatsApp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,q51i_Whatsapp,binary_1yes,NA,NA,NA,W6 q51i. Binary yes/no,w6_verification,NA
socialmedia_connect,internet,Use social media to connect with people,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,q52a,4pt_1often,NA,NA,NA,W6 q52a. 1=often to 4=never,w6_verification,NA
socialmedia_politics,internet,Use social media for political opinions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,q52b,4pt_1often,NA,NA,NA,W6 q52b. 1=often to 4=never,w6_verification,NA
socialmedia_share,internet,Use social media to share news,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,q52c,4pt_1often,NA,NA,NA,W6 q52c. 1=often to 4=never,w6_verification,NA
socialmedia_organize,internet,Use social media to organize for political influence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,q52d,4pt_1often,NA,NA,NA,W6 q52d. 1=often to 4=never,w6_verification,NA
info_channel_politics,internet,Most important channel for political information,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,q53,categorical,NA,NA,NA,W6 q53. TV/newspaper/internet/radio/face-to-face,w6_verification,NA
vote_buying_experience,electoral,Offered something in return for vote,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,q79,3pt_1often,NA,NA,NA,"W6 q79. 1=often, 2=sometimes, 3=never",w6_verification,NA
vote_winner_loser,electoral,Voted for winning or losing camp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,q34a,categorical,NA,NA,NA,W6 q34a. Winner/loser/not sure,w6_verification,NA
demchar_set1,democracy,Most essential democracy characteristic (set 1),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,q85,4opt,NA,NA,NA,W6 q85. Four options forced choice,w6_verification,NA
demchar_set2,democracy,Most essential democracy characteristic (set 2),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,q86,4opt,NA,NA,NA,W6 q86. Four options forced choice,w6_verification,NA
demchar_set3,democracy,Most essential democracy characteristic (set 3),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,q87,4opt,NA,NA,NA,W6 q87. Four options forced choice,w6_verification,NA
demchar_set4,democracy,Most essential democracy characteristic (set 4),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,q88,4opt,NA,NA,NA,W6 q88. Four options forced choice,w6_verification,NA
democracy_meaning,democracy,What does democracy mean (open-ended),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,q89,open_ended,NA,NA,NA,W6 q89. Open-ended question,w6_verification,NA
country_problem_1,governance,Most important problem facing country (1st),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,q97,categorical,NA,NA,NA,W6 q97. Multiple categories,w6_verification,NA
country_problem_2,governance,Most important problem facing country (2nd),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,q97a,categorical,NA,NA,NA,W6 q97a. Second most important,w6_verification,NA
country_problem_3,governance,Most important problem facing country (3rd),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,q97b,categorical,NA,NA,NA,W6 q97b. Third most important,w6_verification,NA
govt_solve_problem,governance,How likely govt will solve main problem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,q98,4pt_1high,NA,NA,NA,W6 q98. 1=very likely to 4=not at all likely,w6_verification,NA
asia_influence_country,international,Which country has most influence in Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,q173,categorical,NA,NA,NA,W6 q173. China/Japan/India/USA/Others,w6_verification,NA
usa_asia_impact,international,Does USA do more good or harm to Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,q174,4pt,NA,NA,NA,W6 q174. 1=much more good to 4=much more harm,w6_verification,NA
usa_world_influence,international,US influence on world affairs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,q175,6pt,NA,NA,NA,W6 q175. 1=very positive to 6=very negative,w6_verification,NA
china_world_influence,international,China influence on world affairs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,q176,6pt,NA,NA,NA,W6 q176. 1=very positive to 6=very negative,w6_verification,NA
